title,url,date_published,snippet,body
Foreign investors returned to China capital markets in May despite lockdowns - Reuters,https://www.reuters.com/markets/europe/foreign-investors-returned-china-capital-markets-may-despite-lockdowns-2022-06-08/,2022-06-08T09:50:00Z,Some foreign investors returned to China's battered stock and bond markets in May as Beijing stepped up efforts to stimulate the economy following months of COVID lockdowns and heightened global political tensions.,June 8 (Reuters) - Some foreign investors returned to China's battered stock and bond markets in May as Beijing stepped up efforts to stimulate the economy following months of COVID lockdowns and hei… [+2714 chars]
"Asia FX bears retreat slightly, China concerns persist - Reuters poll - Reuters",https://www.reuters.com/markets/currencies/asia-fx-bears-retreat-slightly-china-concerns-persist-2022-06-02/,2022-06-02T05:43:00Z,"Bearish bets on Asian currencies reduced on signs that China's economic pain may abate with easing of COVID-19 curbs, but analysts were still wary of future lockdowns and the direction of U.S. monetary policy, a Reuters poll showed on Thursday.","June 2 (Reuters) - Bearish bets on Asian currencies reduced on signs that China's economic pain may abate with easing of COVID-19 curbs, but analysts were still wary of future lockdowns and the direc… [+3168 chars]"
"Stocks dip, bonds drop as German surprise renews inflation fears - Reuters",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-05-31/,2022-05-31T02:31:00Z,"Stocks wobbled and bonds fell in Asia, while the dollar rose on Tuesday after a hot inflation reading in Germany heightened nerves about the pace and scale of looming interest rate hikes.","SINGAPORE, May 31 (Reuters) - Stocks wobbled and bonds fell in Asia, while the dollar rose on Tuesday after a hot inflation reading in Germany heightened nerves about the pace and scale of looming in… [+3288 chars]"
Most Gulf bourses slip in early trade; Dubai gains - Reuters.com,https://www.reuters.com/markets/stocks/most-gulf-bourses-slip-early-trade-dubai-gains-2022-06-14/,2022-06-14T08:07:00Z,"Most major stock markets in the Gulf fell in early trade on Tuesday, after Wall Street hit a confirmed bear market milestone on fears aggressive interest rate hikes would push the world's largest economy into a recession.","June 14 (Reuters) - Most major stock markets in the Gulf fell in early trade on Tuesday, after Wall Street hit a confirmed bear market milestone on fears aggressive interest rate hikes would push the… [+1549 chars]"
Japan's defence minister slams nuclear neighbours who 'ignore rules' - Reuters.com,https://www.reuters.com/world/asia-pacific/japans-defence-minister-slams-nuclear-neighbours-who-ignore-rules-2022-06-11/,2022-06-11T02:28:00Z,"Manoeuvres by China and Russia have sharpened security concerns in East Asia, Japanese Defence Minister Nobuo Kishi said in unusually strong comments on Saturday, adding that Japan was on the front lines as neighbours tried to upend international norms.","SINGAPORE, June 11 (Reuters) - Manoeuvres by China and Russia have sharpened security concerns in East Asia, Japanese Defence Minister Nobuo Kishi said in unusually strong comments on Saturday, addin… [+2463 chars]"
Asia stocks advance as investors weigh impact of hawkish central banks - Reuters,https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-08/,2022-06-08T03:17:00Z,"Asia stocks rose on Wednesday, encouraged by a rally on Wall Street, but gains were kept in check by worries that aggressive central bank policy tightening will stifle global growth and raise the risks of stagflation.","HONG KONG, June 8 (Reuters) - Asia stocks rose on Wednesday, encouraged by a rally on Wall Street, but gains were kept in check by worries that aggressive central bank policy tightening will stifle g… [+3285 chars]"
"Asia FX bears hit record high on hawkish Fed, China growth worries - Reuters.com",https://www.reuters.com/markets/currencies/asia-fx-bears-hit-record-high-hawkish-fed-china-growth-worries-2022-06-16/,2022-06-16T03:48:00Z,"Bearish bets on several Asian currencies hit a record high in the face of rising U.S. interest rates that supported the dollar, while repeated COVID-19 lockdowns threatened to disrupt economic recovery in China, a Reuters poll found on Thursday.","June 16 (Reuters) - Bearish bets on several Asian currencies hit a record high in the face of rising U.S. interest rates that supported the dollar, while repeated COVID-19 lockdowns threatened to dis… [+3212 chars]"
"Fiji says climate change, not conflict, is Asia's biggest security threat - Reuters",https://www.reuters.com/world/asia-pacific/fiji-says-climate-change-not-conflict-is-asias-biggest-security-threat-2022-06-12/,2022-06-12T05:42:00Z,"Fiji's defence minister said on Sunday that climate change posed the biggest security threat in the Asia-Pacific region, a shift in tone at a defence summit that has been dominated by the war in Ukraine and disputes between China and the United States.","SINGAPORE, June 12 (Reuters) - Fiji's defence minister said on Sunday that climate change posed the biggest security threat in the Asia-Pacific region, a shift in tone at a defence summit that has be… [+2242 chars]"
Asian shares stumble on growth worries as central banks tighten - Reuters,https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-05-26/,2022-05-26T02:25:00Z,"Asian share markets slipped on Thursday after minutes from the Federal Reserve's early May meeting showed a majority backing half-percentage-point rate hikes in June and July, and as persistent concerns over global growth sapped confidence.","SHANGHAI, May 26 (Reuters) - Asian share markets slipped on Thursday after minutes from the Federal Reserve's early May meeting showed a majority backing half-percentage-point rate hikes in June and … [+3789 chars]"
"Asia's war on inflation targets supply, not consumers - Reuters.com",https://www.reuters.com/markets/asia/asias-war-inflation-targets-supply-not-consumers-2022-05-25/,2022-05-25T23:04:00Z,"From export bans to price controls, governments in Asia are taking a much more targeted approach than their Western counterparts in curbing global inflationary pressure, a strategy that appears to be working at least for now.","May 26 (Reuters) - From export bans to price controls, governments in Asia are taking a much more targeted approach than their Western counterparts in curbing global inflationary pressure, a strategy… [+4513 chars]"
"Blinken to say China strategy is about rules-based order, not 'new Cold War' - Reuters.com",https://www.reuters.com/world/asia-pacific/blinken-say-china-strategy-is-about-rules-based-order-not-new-cold-war-2022-05-26/,2022-05-26T10:24:00Z,"The United States does not seek to sever China from the global economy, but wants Beijing to adhere to international rules, U.S. Secretary of State Antony Blinken is expected to say in a long-awaited speech on Thursday.","WASHINGTON, May 26 (Reuters) - The United States does not seek to sever China from the global economy, but wants Beijing to adhere to international rules, U.S. Secretary of State Antony Blinken is ex… [+4143 chars]"
U.S.-listed Freedom Holding Corp founder says he will buy Russian unit - Reuters,https://www.reuters.com/markets/europe/us-listed-freedom-holding-corp-founder-says-he-will-buy-russian-unit-2022-06-01/,2022-06-01T06:06:00Z,"U.S.-listed Freedom Holding Corp <a href=""https://www.reuters.com/companies/FRHC.O"" target=""_blank"">(FRHC.O)</a>, a financial services firm focused on East Europe and Central Asia, will sell its Russian arm to the company's founder Timur Turlov in the second …","June 1 (Reuters) - U.S.-listed Freedom Holding Corp (FRHC.O), a financial services firm focused on East Europe and Central Asia, will sell its Russian arm to the company's founder Timur Turlov in the… [+2842 chars]"
"""Super bad feeling"" - Reuters.com",https://www.reuters.com/markets/asia/super-bad-feeling-2022-06-06/,2022-06-06T06:54:00Z,A look at the day ahead in markets from Julien Ponthus.,"A look at the day ahead in markets from Julien Ponthus.
With the Nasdaq (.NDX) losing about a quarter of its value since the beginning of the year, no doubt some investors will share Elon Musk's ""su… [+2436 chars]"
Asian stocks stumble as Wall St optimism peters out - Reuters,https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-22/,2022-06-22T02:56:00Z,"Asian stocks slipped in volatile trade on Wednesday, failing to extend Wall Street's rally as persistent worries about interest rates and inflation remained a key focus for investors, while the Japanese yen hit a fresh 24-year low against the dollar.","TOKYO, June 22 (Reuters) - Asian stocks slipped in volatile trade on Wednesday, failing to extend Wall Street's rally as persistent worries about interest rates and inflation remained a key focus for… [+3240 chars]"
"World Bank slashes global growth forecast to 2.9%, warns of 'stagflation' risk - Reuters.com",https://www.reuters.com/markets/us/world-bank-slashes-global-growth-forecast-29-warns-stagflation-risk-2022-06-07/,2022-06-07T13:32:00Z,"The World Bank on Tuesday slashed its global growth forecast by 1.2 percentage points to 2.9% for 2022, warning that Russia's invasion of Ukraine has compounded the damage from the COVID-19 pandemic, with many countries likely to face recession.","WASHINGTON, June 7 (Reuters) - The World Bank on Tuesday slashed its global growth forecast by 1.2 percentage points to 2.9% for 2022, warning that Russia's invasion of Ukraine has compounded the dam… [+3611 chars]"
South Korea steps up inflation fight with back-to-back rate hikes - Reuters.com,https://www.reuters.com/markets/asia/south-korea-steps-up-inflation-fight-with-back-to-back-rate-hikes-2022-05-26/,2022-05-26T03:56:00Z,South Korea's central bank on Thursday delivered back-to-back interest rate hikes and forecast further aggressive increases to wrestle consumer inflation down from 13-year highs.,"SEOUL, May 26 (Reuters) - South Korea's central bank on Thursday delivered back-to-back interest rate hikes and forecast further aggressive increases to wrestle consumer inflation down from 13-year h… [+3203 chars]"
Factbox: Latest on the worldwide spread of the coronavirus - Reuters,https://www.reuters.com/business/healthcare-pharmaceuticals/latest-worldwide-spread-coronavirus-2022-01-03/,2022-05-30T07:36:00Z,"Streets in Beijing were busier on Monday as residents in two districts were allowed to return to work, while Shanghai inched closer towards lifting its two-month-old COVID-19 lockdown this week, as the number of cases across China fell. <a href=""/world/china/…","May 30 (Reuters) - Streets in Beijing were busier on Monday as residents in two districts were allowed to return to work, while Shanghai inched closer towards lifting its two-month-old COVID-19 lockd… [+3097 chars]"
Take Five: The last surviving dove - Reuters,https://www.reuters.com/business/take-five/global-markets-themes-takealook-2022-06-17/,2022-06-17T08:29:00Z,"Of all the central banks which until recently dismissed inflation as transitory, one still stands: the Bank of Japan. But it's increasingly being challenged by hedge funds, which are betting it can't hold the line on super-loose policy forever.","Of all the central banks which until recently dismissed inflation as transitory, one still stands: the Bank of Japan. But it's increasingly being challenged by hedge funds, which are betting it can't… [+4804 chars]"
Dollar on front foot as traders await U.S. inflation data for Fed cues - Reuters.com,https://www.reuters.com/markets/europe/dollar-front-foot-traders-await-us-inflation-data-fed-cues-2022-06-10/,2022-06-10T01:29:00Z,"The dollar was at a two-week high on the euro on Friday, ahead of inflation data that should guide the Federal Reserve's policy tightening path, and after the European Central Bank said it would start its rate-hike campaign next month.","HONG KONG, June 10 (Reuters) - The dollar was at a two-week high on the euro on Friday, ahead of inflation data that should guide the Federal Reserve's policy tightening path, and after the European … [+2919 chars]"
Dollar off two-decade high as Fed delivers on 75bp hike - Reuters.com,https://www.reuters.com/markets/europe/dollar-off-two-decade-high-fed-delivers-75bp-hike-2022-06-16/,2022-06-16T01:48:00Z,The dollar retreated from a 20-year high on Thursday after the Federal Reserve delivered its biggest rate hike in decades but then tempered its outlook by telling investors that such sharp moves higher were unlikely to become a habit.,"SINGAPORE, June 16 (Reuters) - The dollar retreated from a 20-year high on Thursday after the Federal Reserve delivered its biggest rate hike in decades but then tempered its outlook by telling inves… [+2851 chars]"
Breakingviews - Fingers crossed Davos Man gets it wrong again - Reuters,https://www.reuters.com/breakingviews/fingers-crossed-davos-man-gets-it-wrong-again-2022-05-27/,2022-05-27T09:46:00Z,"Three things were in shorter supply than usual at this week’s World Economic Forum in Davos: snow, delegates, and reasons to be cheerful. The confab of politicians, financiers, business leaders and hangers-on reconvened in the Swiss mountain resort after a pa…","DAVOS, Switzerland, May 27 (Reuters Breakingviews) - Three things were in shorter supply than usual at this weeks World Economic Forum in Davos: snow, delegates, and reasons to be cheerful. The confa… [+5900 chars]"
Analysis: China's regulatory thaw leaves investors eager yet uneasy - Reuters.com,https://www.reuters.com/markets/funds/chinas-regulatory-thaw-leaves-investors-eager-yet-uneasy-2022-06-10/,2022-06-10T07:23:00Z,"As Chinese authorities signal that a two-year crackdown on the domestic technology sector is over, global investors are relieved and yet loath to take the government at its word.","SHANGHAI/HONG KONG, June 10 (Reuters) - As Chinese authorities signal that a two-year crackdown on the domestic technology sector is over, global investors are relieved and yet loath to take the gove… [+4800 chars]"
"Keep the South China Sea free, Biden tells Navy graduates - Reuters",https://www.reuters.com/world/us/keep-south-china-sea-free-biden-tells-navy-graduates-2022-05-27/,2022-05-27T16:38:00Z,U.S. President Joe Biden said on Friday that Russian President Vladimir Putin's attempt to divide Europe by invading Ukraine had backfired and told Naval Academy graduates their job will be ensuring maritime freedom in the South China Sea.,"ANNAPOLIS, Md., May 27 (Reuters) - U.S. President Joe Biden said on Friday that Russian President Vladimir Putin's attempt to divide Europe by invading Ukraine had backfired and told Naval Academy gr… [+2204 chars]"
Italian industry output jump allays recession fears - Reuters.com,https://www.reuters.com/markets/europe/italian-industry-output-jump-allays-recession-fears-2022-06-10/,2022-06-10T16:45:00Z,"Italian industrial output was much stronger than expected in April, rising 1.6% from the month before after a 0.2% gain in March, data showed on Friday, boosting growth prospects for the second quarter.","ROME, June 10 (Reuters) - Italian industrial output was much stronger than expected in April, rising 1.6% from the month before after a 0.2% gain in March, data showed on Friday, boosting growth pros… [+2561 chars]"
FOREX Rising U.S. yields help dollar higher - Reuters,https://www.reuters.com/markets/us/forex-rising-us-yields-help-dollar-higher-2022-06-02/,2022-06-02T02:08:00Z,"The dollar hit a three-week high against the yen in early trade on Thursday and was holding firm against other majors, supported by rising U.S. Treasury yields, which hit two-week peaks overnight.","HONG KONG, June 2 (Reuters) - The dollar hit a three-week high against the yen in early trade on Thursday and was holding firm against other majors, supported by rising U.S. Treasury yields, which hi… [+2287 chars]"
"Hey ECB, how high will you go? - Reuters.com",https://www.reuters.com/markets/europe/hey-ecb-how-high-will-you-go-2022-06-09/,2022-06-09T06:42:00Z,A look at the day ahead in markets from Dhara Ranasinghe.,"A look at the day ahead in markets from Dhara Ranasinghe.
There's little doubt the European Central Bank will on Thursday confirm it will pull the plug on years of stimulus and is getting ready to h… [+2334 chars]"
U.S. business group calls for 'urgent' Taiwan free trade talks - Reuters,https://www.reuters.com/markets/us-business-group-calls-urgent-taiwan-free-trade-talks-2022-06-22/,2022-06-22T05:48:00Z,"The United States should ""urgently"" start talks with Taiwan on a free trade agreement with the aim to present a completed text for passage next year, the American Chamber of Commerce in Taiwan said in an annual policy paper published on Wednesday.","TAIPEI, June 22 (Reuters) - The United States should ""urgently"" start talks with Taiwan on a free trade agreement with the aim to present a completed text for passage next year, the American Chamber … [+2205 chars]"
"Vatican discloses uses of pope's fund, hoping to reverse sagging trust - Reuters",https://www.reuters.com/world/europe/vatican-discloses-uses-popes-fund-hoping-reverse-sagging-trust-2022-06-16/,2022-06-16T11:36:00Z,"The Vatican, in an apparent attempt to boost the confidence of the faithful in how their charitable contributions to the pope are used, on Thursday issued the first detailed disclosure of his main fund.","VATICAN CITY, June 16 (Reuters) - The Vatican, in an apparent attempt to boost the confidence of the faithful in how their charitable contributions to the pope are used, on Thursday issued the first … [+2336 chars]"
Column: Drought adds to pressure on U.S. gas inventories - Reuters,https://www.reuters.com/markets/commodities/drought-adds-pressure-us-gas-inventories-2022-05-27/,2022-05-27T15:53:00Z,U.S. gas prices have climbed to the highest for more than 13 years as inventories remain well below average while the drought and lack of hydro generation threatens to stretch them even further.,"LONDON, May 27 (Reuters) - U.S. gas prices have climbed to the highest for more than 13 years as inventories remain well below average while the drought and lack of hydro generation threatens to stre… [+3847 chars]"
"Ant, Alibaba plan for less intertwined future after China crackdown - Reuters",https://www.reuters.com/world/china/ant-alibaba-plan-less-intertwined-future-after-china-crackdown-2022-06-21/,2022-06-21T23:05:00Z,"Ant Group and Alibaba are untangling their operations from each other and independently seeking new business as the Jack Ma-founded companies navigate China's devastating regulatory crackdown, four sources familiar with the matter said.","BEIJING/SINGAPORE, June 22 (Reuters) - Ant Group and Alibaba are untangling their operations from each other and independently seeking new business as the Jack Ma-founded companies navigate China's d… [+8681 chars]"
Yen slump may open scope for Japan's central bank to tweak policy - Reuters.com,https://www.reuters.com/markets/rates-bonds/yen-slump-may-open-scope-japans-central-bank-tweak-policy-2022-06-15/,2022-06-15T09:48:00Z,"The Bank of Japan's resolve to defend its yield cap faces attack from investors betting the central bank could give in to global market forces, opening up a slim chance for a near-term tweak in its policy.","TOKYO, June 15 (Reuters) - The Bank of Japan's resolve to defend its yield cap faces attack from investors betting the central bank could give in to global market forces, opening up a slim chance for… [+3803 chars]"
Dollar wavers as traders await U.S. jobs update - Reuters,https://www.reuters.com/markets/europe/dollar-wavers-traders-await-us-jobs-update-2022-06-03/,2022-06-03T01:38:00Z,The dollar wobbled toward its first steady week in three on Friday as traders looked to U.S. jobs data later in the day for clues as to how far and fast the Federal Reserve might raise interest rates.,"SINGAPORE, June 3 (Reuters) - The dollar wobbled toward its first steady week in three on Friday as traders looked to U.S. jobs data later in the day for clues as to how far and fast the Federal Rese… [+2749 chars]"
"Japan calls for defence spending hike in policy paper, notes threats to Taiwan - Reuters.com",https://www.reuters.com/business/aerospace-defense/japan-calls-defence-spending-hike-policy-paper-notes-threats-taiwan-2022-06-07/,2022-06-07T09:55:00Z,"Japan wants to drastically increase defence spending ""within the next five years"" it said on Tuesday in an annual economic policy document that for the first time mentioned both a time frame for the expenditure and concern about threats faced by Taiwan.","TOKYO, June 7 (Reuters) - Japan wants to drastically increase defence spending ""within the next five years"" it said on Tuesday in an annual economic policy document that for the first time mentioned … [+2993 chars]"
Stocks up as commodity slide offers a salve for inflation fears - Reuters.com,https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-24/,2022-06-24T02:26:00Z,"Stocks and bonds were both headed for their first weekly gain in a month on Friday as investors wagered on central banks bringing inflation to heel, though growth fears dragged on commodities.","SINGAPORE, June 24 (Reuters) - Stocks and bonds were both headed for their first weekly gain in a month on Friday as investors wagered on central banks bringing inflation to heel, though growth fears… [+3187 chars]"
Biden lines up clean energy growth plan at troubled Americas summit - Reuters.com,https://www.reuters.com/world/biden-lines-up-clean-energy-growth-plan-troubled-americas-summit-2022-06-09/,2022-06-09T07:10:00Z,"U.S. President Joe Biden on Thursday will lay out a pitch to leaders from the Americas for an environmentally-friendly economic partnership as he gears up for a first formal encounter with his Brazilian counterpart, a noted climate change skeptic.","LOS ANGELES, June 9 (Reuters) - U.S. President Joe Biden on Thursday will lay out a pitch to leaders from the Americas for an environmentally-friendly economic partnership as he gears up for a first … [+3559 chars]"
"Asian shares slip, bond yields rise as investors await ECB - Reuters",https://www.reuters.com/business/global-markets-wrapup-1-2022-06-09/,2022-06-09T02:46:00Z,"Asian stocks fell, U.S. bond yields rose and a soaring dollar pushed to a two-decade high against the yen on Thursday as investors worried about the outlook for more rate rises ahead of a key meeting of the European Central Bank later in the day.","SHANGHAI, June 9 (Reuters) - Asian stocks fell, U.S. bond yields rose and a soaring dollar pushed to a two-decade high against the yen on Thursday as investors worried about the outlook for more rate… [+3617 chars]"
EXCLUSIVE Aramco Trading plans to absorb Motiva Trading ahead of possible IPO - Reuters.com,https://www.reuters.com/markets/europe/exclusive-aramco-trading-plans-absorb-motiva-trading-ahead-possible-ipo-2022-06-15/,2022-06-15T15:06:00Z,"Saudi Aramco is planning to merge two energy trading units, people familiar with the matter said, with Aramco Trading Co (ATC) due to absorb Motiva Trading ahead of a potential initial public offering of the business.","LONDON, June 15 (Reuters) - Saudi Aramco is planning to merge two energy trading units, people familiar with the matter said, with Aramco Trading Co (ATC) due to absorb Motiva Trading ahead of a pote… [+3589 chars]"
Asian shares up after Fed lifts rates to tame inflation - Reuters.com,https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-16/,2022-06-16T02:35:00Z,"Asian stocks rose on Thursday, while longer-dated U.S. government bond yields fell and the dollar was down from two-decade highs after the U.S. Federal Reserve delivered an aggressive rate hike and cut its growth projections.","SHANGHAI, June 16 (Reuters) - Asian stocks rose on Thursday, while longer-dated U.S. government bond yields fell and the dollar was down from two-decade highs after the U.S. Federal Reserve delivered… [+3320 chars]"
Breakingviews - Ukraine war helps China's coal addiction stack up - Reuters,https://www.reuters.com/breakingviews/ukraine-war-helps-chinas-coal-addiction-stack-up-2022-06-02/,2022-06-02T02:08:00Z,"Russia’s war on Ukraine is blackening China’s decarbonisation drive. President Xi Jinping’s administration is ramping up domestic output to avoid power cuts, embracing the fossil fuel more tightly as wealthy nations bid aggressively to replace Moscow’s natura…","HONG KONG, June 2 (Reuters Breakingviews) - Russias war on Ukraine is blackening Chinas decarbonisation drive. President Xi Jinpings administration is ramping up domestic output to avoid power cuts, … [+3254 chars]"
"Asian shares fall on inflation, recession concerns; oil skids - Reuters",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-02/,2022-06-02T02:27:00Z,"Asian share markets fell on Thursday on widespread investor worries over high inflation and the threat of recession, while oil prices slumped following a report of reassurances from Saudi Arabia over production.","SHANGHAI, June 2 (Reuters) - Asian share markets fell on Thursday on widespread investor worries over high inflation and the threat of recession, while oil prices slumped following a report of reassu… [+3304 chars]"
EXCLUSIVE UAE-Egypt consortium set to buy African renewables firm Lekela - sources - Reuters,https://www.reuters.com/markets/deals/exclusive-uae-egypt-consortium-set-buy-african-renewables-firm-lekela-sources-2022-06-02/,2022-06-02T13:23:00Z,"A consortium of Abu Dhabi's Masdar and Egypt's Infinity Energy is set to buy a majority stake in Lekela Power from private equity house Actis, three sources directly linked to the sale said, in a deal that could be worth close to $1 billion.","JOHANNESBURG, June 2 (Reuters) - A consortium of Abu Dhabi's Masdar and Egypt's Infinity Energy is set to buy a majority stake in Lekela Power from private equity house Actis, three sources directly … [+2707 chars]"
Factbox: Singapore's PM-in-waiting takes new step towards leadership - Reuters.com,https://www.reuters.com/world/asia-pacific/singapores-pm-in-waiting-takes-new-step-towards-leadership-2022-06-06/,2022-06-06T11:40:00Z,"Singapore's finance minister, Lawrence Wong, will be promoted to deputy prime minister on June 13, according to an official statement released on Monday, taking a step closer to becoming the leader of the city-state.","SINGAPORE, June 6 (Reuters) - Singapore's finance minister, Lawrence Wong, will be promoted to deputy prime minister on June 13, according to an official statement released on Monday, taking a step c… [+3599 chars]"
"RBA to raise rates a modest 25 bps in June, some call for 40 bps - Reuters",https://www.reuters.com/markets/rates-bonds/rba-raise-rates-modest-25-bps-june-some-call-40-bps-2022-06-03/,2022-06-03T02:21:00Z,"Australia's central bank will raise rates by a modest 25 basis points for a second straight meeting in June, still opting to move more slowly than most of its peers in a campaign to bring down soaring inflation, a Reuters poll of economists found.","BENGALURU, June 3 (Reuters) - Australia's central bank will raise rates by a modest 25 basis points for a second straight meeting in June, still opting to move more slowly than most of its peers in a… [+3237 chars]"
Asian shares rise as investors pause after selloff - Reuters,https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-21/,2022-06-21T03:00:00Z,"Asian stocks and U.S. share futures turned higher on Tuesday as the market took stock after a recent steep selloff, but concerns remain that aggressive central bank rate hikes to curtail inflation could spark a global recession.","HONG KONG, June 21 (Reuters) - Asian stocks and U.S. share futures turned higher on Tuesday as the market took stock after a recent steep selloff, but concerns remain that aggressive central bank rat… [+3095 chars]"
Analysis: Global investment banking faces tougher times after blockbuster year - Reuters.com,https://www.reuters.com/markets/global-investment-banking-faces-tougher-times-after-blockbuster-year-2022-06-10/,2022-06-10T04:40:00Z,"A dearth of IPOs, a plunge in stock prices and slowing global economic growth are clouding the outlook for revenue at global investment banks after pandemic spending by governments and central banks fueled a blockbuster 2021.
Russia's invasion of Ukraine and …","June 10 (Reuters) - A dearth of IPOs, a plunge in stock prices and slowing global economic growth are clouding the outlook for revenue at global investment banks after pandemic spending by government… [+5095 chars]"
Why campaigners want to stub out tobacco's claims on sustainability - Reuters.com,https://www.reuters.com/business/sustainable-business/why-campaigners-want-stub-out-tobaccos-claims-sustainability-2022-06-07/,2022-06-07T15:10:00Z,"The tobacco industry comes in for criticism on many fronts, from the health effects and addictive nature of its core product, to concerns about child labour on tobacco farms and the risks of green tobacco sickness, a type of nicotine poisoning caused by handl…","June 7 - The tobacco industry comes in for criticism on many fronts, from the health effects and addictive nature of its core product, to concerns about child labour on tobacco farms and the risks of… [+7905 chars]"
Column: EU ban on Russian crude to exacerbate disruptions to global flows: Russell - Reuters,https://www.reuters.com/markets/commodities/eu-ban-russian-crude-exacerbate-disruptions-global-flows-russell-2022-05-31/,2022-05-31T04:01:00Z,The European Union's decision to cut 90% of its oil imports from Russia will accelerate a move already underway - that is Moscow trying to sell as much crude as it can to Asian buyers.,"LAUNCESTON, Australia, May 31 (Reuters) - The European Union's decision to cut 90% of its oil imports from Russia will accelerate a move already underway - that is Moscow trying to sell as much crude… [+4258 chars]"
"Asian stocks track global shares lower, U.S. CPI in focus - Reuters.com",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-10/,2022-06-10T02:14:00Z,"Asian shares tracked Wall Street lower on Friday, while the dollar held on to its overnight gains, after rate hike guidance from the European Central Bank and upcoming U.S. inflation data unnerved investors.","BEIJING/HONG KONG, June 10 (Reuters) - Asian shares tracked Wall Street lower on Friday, while the dollar held on to its overnight gains, after rate hike guidance from the European Central Bank and u… [+3924 chars]"
Sanctions-hit Kremlin to stage annual 'Russian Davos' bereft of financial elite - Reuters.com,https://www.reuters.com/world/europe/sanctions-hit-kremlin-stage-annual-russian-davos-bereft-financial-elite-2022-06-14/,2022-06-14T15:26:00Z,"Russia for years hosted world leaders and business titans at its annual economic forum in St Petersburg, but the ""Russian Davos"" will see little of the global financial elite this time around with Moscow isolated by sanctions over its actions in Ukraine.","June 14 (Reuters) - Russia for years hosted world leaders and business titans at its annual economic forum in St Petersburg, but the ""Russian Davos"" will see little of the global financial elite this… [+5240 chars]"
China's LNG imports set for first big decline as demand wanes - Reuters,https://www.reuters.com/business/energy/chinas-lng-imports-set-first-big-decline-demand-wanes-2022-05-27/,2022-05-27T08:19:00Z,"China's imports of liquefied natural gas (LNG) are on track to post their first major decline this year, as high prices and weak manufacturing due to COVID-19 lockdowns crimp demand for the super-chilled fuel.","SINGAPORE, May 27 (Reuters) - China's imports of liquefied natural gas (LNG) are on track to post their first major decline this year, as high prices and weak manufacturing due to COVID-19 lockdowns … [+4378 chars]"
Putin clings to semblance of normality as his war grinds on - Reuters,https://www.reuters.com/world/europe/putin-clings-semblance-normality-his-war-grinds-2022-06-02/,2022-06-02T14:32:00Z,"Approaching the 100-day mark in a war that he refuses to call by its name, Russian President Vladimir Putin is a man intent on conveying the impression of business as usual.","LONDON, June 2 (Reuters) - Approaching the 100-day mark in a war that he refuses to call by its name, Russian President Vladimir Putin is a man intent on conveying the impression of business as usual… [+4367 chars]"
Analysis: Safe as houses? Rising rates test foundations of property boom - Reuters,https://www.reuters.com/business/safe-houses-rising-rates-test-foundations-property-boom-2022-05-30/,2022-05-30T06:07:00Z,"In Toronto’s far-flung suburbs, just a few months ago a typical three-bedroom house would have fetched 40 offers on bidding night and sold well over the asking price. Now, home-buyers have become hard to find.","May 30 (Reuters) - In Torontos far-flung suburbs, just a few months ago a typical three-bedroom house would have fetched 40 offers on bidding night and sold well over the asking price. Now, home-buye… [+6136 chars]"
Analysis: UN's grain-for-fertiliser plan holds little appeal for Moscow - Reuters.com,https://www.reuters.com/markets/commodities/uns-grain-for-fertiliser-plan-holds-little-appeal-moscow-2022-05-25/,2022-05-25T15:28:00Z,"Russia has little to gain from agreeing to a U.N. proposal that it unblock Ukraine's grain exports via the Black Sea in exchange for the freeing of Russian and Belarusian fertiliser exports from Western sanctions, industry experts in Russia say.",May 25 (Reuters) - Russia has little to gain from agreeing to a U.N. proposal that it unblock Ukraine's grain exports via the Black Sea in exchange for the freeing of Russian and Belarusian fertilise… [+5962 chars]
EXCLUSIVE Citigroup to hire 3000 in Asia institutional banking business in growth push -Asia CEO - Reuters.com,https://www.reuters.com/markets/us/exclusive-citigroup-hire-3000-asia-institutional-banking-business-growth-push-2022-06-07/,2022-06-07T07:20:00Z,"Citigroup Inc <a href=""https://www.reuters.com/companies/C.N"" target=""_blank"">(C.N)</a> plans to hire around 3,000 new staff for its institutional business in Asia in the next couple of years, sharpening its focus in a fast-growing region where it has exited …","HONG KONG, June 7 (Reuters) - Citigroup Inc (C.N) plans to hire around 3,000 new staff for its institutional business in Asia in the next couple of years, sharpening its focus in a fast-growing regio… [+4343 chars]"
