title,url,date_published,snippet,body
South Korea prepares for second space rocket attempt,https://www.reuters.com/world/asia-pacific/south-korea-prepares-second-space-rocket-attempt-2022-06-21/,2022-06-21T02:37:39Z,"South Korea is set for a second test launch of its domestically produced Nuri space rocket on Tuesday, eight months after the first test successfully blasted off but failed to place a dummy satellite in orbit.","SEOUL, June 21 (Reuters) - South Korea is set for a second test launch of its domestically produced Nuri space rocket on Tuesday, eight months after the first test successfully blasted off but failed… [+2450 chars]"
"S.Korea's Yoon to meet U.S., Japan leaders in Spain during NATO summit",https://www.reuters.com/world/skoreas-yoon-meet-us-japan-leaders-spain-during-nato-summit-2022-06-26/,2022-06-26T08:40:06Z,"South Korean President Yoon Suk-yeol will meet leaders of the United States and Japan on Wednesday during the North Atlantic Treaty Organization (NATO) summit in Madrid, an official at the presidential office said on Sunday.","SEOUL/YOKOHAMA, June 26 (Reuters) - South Korean President Yoon Suk-yeol will meet leaders of the United States and Japan on Wednesday during the North Atlantic Treaty Organization (NATO) summit in M… [+1365 chars]"
"China says Canadian military jets increased reconnaissance, provocations",https://www.reuters.com/world/china-says-canadian-military-jets-increased-reconnaissance-provocations-2022-06-06/,2022-06-06T07:06:23Z,"China's defence ministry said on Monday Canadian military jets have stepped up reconnaissance and provocations against China, endangering the Asian country's national security.","BEIJING, June 6 (Reuters) - China's defence ministry said on Monday Canadian military jets have stepped up reconnaissance and provocations against China, endangering the Asian country's national secu… [+665 chars]"
Outrage as North Korea takes helm of world disarmament body,https://amp.theguardian.com/world/2022/jun/03/outrage-as-north-korea-takes-helm-of-world-disarmament-body,2022-06-02T23:58:23Z,Countries use North’s elevation in rotating presidency to chastise Pyongyang over recent missile tests and feared preparation for fresh nuclear testNorth Korea skipped the diplomatic niceties for a combative tone as it took the helm of the Conference on Disar…,"North Korea skipped the diplomatic niceties for a combative tone as it took the helm of the Conference on Disarmament.
My country is still at war with the United States, declared Pyongyangs ambassad… [+3147 chars]"
Canada accuses Chinese air force of nearly causing collisions,https://amp.theguardian.com/world/2022/jun/03/canada-accuses-chinese-air-force-of-nearly-causing-collisions,2022-06-03T01:52:58Z,Ottawa ‘extremely concerned’ at Chinese pilots’ conduct in skies during effort to enforce UN sanctions on North KoreaCanada’s military has accused Chinese air force pilots of unprofessional and risky behaviour during recent encounters with Canadian planes in …,"Canadas military has accused Chinese air force pilots of unprofessional and risky behaviour during recent encounters with Canadian planes in international airspace.
The Canadian aircraft were deploy… [+2509 chars]"
Minjee Lee sets record pace in third round to pull away at US Women’s Open,https://amp.theguardian.com/sport/2022/jun/05/us-womens-open-golf-lpga-minjee-lee-mina-harigae,2022-06-05T09:25:53Z,"<ul><li>Australian breaks 23-year-old record with 54-hole score of 200</li><li>Lee leads Mina Harigae by three, Bronte Law in third place</li></ul>Minjee Lee set a new 54-hole record at the US Women’s Open on Saturday as she moved three shots ahead of the fie…","Minjee Lee set a new 54-hole record at the US Womens Open on Saturday as she moved three shots ahead of the field with one round to play in North Carolina.
The Australian carded a four-under 67 whic… [+1783 chars]"
China accuses Australia and Canada of ‘spreading disinformation’ over jet encounters,https://amp.theguardian.com/world/2022/jun/07/china-accuses-australia-canada-jet-encounters,2022-06-07T13:09:49Z,"Tensions heighten between Beijing and Ottawa, just as crisis over Canada’s 2018 arrest of a Chinese tech executive subsidesBeijing has accused Australia and Canada of “spreading disinformation” over allegedly dangerous manoeuvres by Chinese military pilots in…","Beijing has accused Australia and Canada of spreading disinformation over allegedly dangerous manoeuvres by Chinese military pilots in international airspace.
A day earlier Justin Trudeau hit out at… [+2401 chars]"
The Observer view on Turkey’s name change | Observer editorial,https://amp.theguardian.com/commentisfree/2022/jun/05/observer-view-on-turkey-name-change,2022-06-05T05:30:04Z,"The rebrand to Türkiye is an age-old idea. Could England one day be forced to change its name as well?What’s in a name? A great deal, if Turkey’s president, Recep Tayyip Erdoğan, is to be believed. His years-long quest to change his country’s moniker to Türki…","Whats in a name? A great deal, if Turkeys president, Recep Tayyip Erdoan, is to be believed. His years-long quest to change his countrys moniker to Türkiye (pronounced Tur-key-yay) reached a successf… [+3742 chars]"
Behind Nato’s defensive ‘shield’ lies weakness and division. Ukraine will pay the price,https://amp.theguardian.com/world/2022/jun/12/behind-natos-defensive-shield-lies-weakness-and-division-ukraine-will-pay-the-price,2022-06-12T09:00:43Z,"Miscalculations by the west opened the way for Russia’s invasion. As Kyiv’s outgunned forces fight for survival, the alliance risks another catastrophic failure<ul><li>Russia-Ukraine war: latest updates</li></ul>A shield deters an enemy and signifies resolve.…","A shield deters an enemy and signifies resolve. It is also something to hide behind, in order to avoid a fight. Since Russia invaded Ukraine, the North Atlantic Treaty Organisation has been used for … [+6102 chars]"
A planet in peril and so many Big Brothers: George Orwell would have been shocked | Rebecca Solnit,https://amp.theguardian.com/commentisfree/2022/jun/24/big-brother-george-orwell-climate-change-surveillance,2022-06-24T11:27:03Z,"The writer expected climate change and surveillance but not the wreckage of the entire global system, or our willing submission to monitoringSo many of the worst things of our time would not have been particularly shocking in the time of George Orwell. After …","So many of the worst things of our time would not have been particularly shocking in the time of George Orwell. After all, he and his contemporaries lived through the rise of the Third Reich, the swi… [+6109 chars]"
‘A dangerous act’: how a Chinese fighter jet intercepted an RAAF aircraft and what happens next,https://amp.theguardian.com/australia-news/2022/jun/07/a-dangerous-act-how-a-chinese-fighter-jet-intercepted-an-raaf-aircraft-and-what-happens-next,2022-06-06T17:30:04Z,Government says PLA J-16 forced Australian P-8 on routine surveillance into a dangerous manoeuvre over South China Sea<ul><li>Follow our Australia news live blog for the latest updates</li><li>Download the free Guardian app; get our morning email briefing</li…,"The Australian prime minister, Anthony Albanese, has denounced an incident in which a Chinese fighter plane forced an Australian plane into a dangerous manoeuvre. Chinas actions were an act of aggres… [+7253 chars]"
"Without a proper plan, stagflation will be the least of Britain’s problems | Larry Elliott",https://amp.theguardian.com/commentisfree/2022/jun/22/stagflation-britain-rising-prices-recession-inflation,2022-06-22T14:55:09Z,Rising prices and recession mean the last thing the government should do is muddle through and leave everything to the marketInflation is back with a vengeance. The cost of living has not been rising this fast since the Falklands war. Prices are climbing fast…,"Inflation is back with a vengeance. The cost of living has not been rising this fast since the Falklands war. Prices are climbing faster than wages. In every respect bar one, this is clearly bad news… [+5142 chars]"
Protesters in Iran shout down cleric amid anger over building collapse,https://amp.theguardian.com/world/2022/may/30/protesters-iran-shout-down-cleric-anger-building-collapse,2022-05-30T11:43:41Z,"Booing and shouting spark crackdown from riot police at site of disaster, where 31 people diedProtesters angry over a building collapse in south-western Iran that killed at least 31 people shouted down an emissary sent by the supreme leader, Ayatollah Ali Kha…","Protesters angry over a building collapse in south-west Iran that killed at least 31 people shouted down an emissary sent by the supreme leader, Ayatollah Ali Khamenei, sparking a crackdown in which … [+4423 chars]"
The Donald and the Kremlin Don: how Trump’s toxic legacy helps Putin | Simon Tisdall,https://amp.theguardian.com/commentisfree/2022/may/29/donald-trump-toxic-legacy-helps-putin-ukraine-afghanistan-korea,2022-05-29T08:00:02Z,"From Afghanistan to North Korea, Joe Biden is running short of time to repair the damage done by his predecessor in the White HouseEven by Donald Trump’s chaotic standards, the “comprehensive peace agreement” for Afghanistan signed by the US in Doha in Februa…","Even by Donald Trumps chaotic standards, the comprehensive peace agreement for Afghanistan signed by the US in Doha in February 2020 was a huge own goal.
The pact posited no binding ceasefire, no po… [+6067 chars]"
"Biden says Americans are ‘really, really down’ in rare one-on-one interview",https://amp.theguardian.com/us-news/2022/jun/17/joe-biden-americans-really-down-ap-interview,2022-06-17T17:11:05Z,"President makes remark in Associated Press interview as approval ratings dip below 40% in recent public opinion pollsJoe Biden has acknowledged in an interview that the American people are “really, really down” after a relentless two years of disease and divi…","Joe Biden has acknowledged in an interview that the American people are really, really down after a relentless two years of disease and division, rising cost of living, war in Europe and the devastat… [+5251 chars]"
Can televised hearings bring the truth about January 6 to the US public?,https://amp.theguardian.com/us-news/2022/jun/05/us-capitol-attack-televised-hearing-january-6,2022-06-05T06:00:05Z,The first of eight congressional hearings will start on Thursday but emulating the impact of 1973’s Watergate sessions will be hard in today’s fractured media and political environmentOn Thursday the House committee investigating the January 6 attack on the U…,"On Thursday the House committee investigating the January 6 attack on the US Capitol will open the first of eight hearings, marking the turning point when one of the single most important congression… [+13267 chars]"
Pacificsm is the wrong response to the war in Ukraine | Slavoj Zizek,https://amp.theguardian.com/commentisfree/2022/jun/21/pacificsm-is-the-wrong-response-to-the-war-in-ukraine,2022-06-21T09:09:32Z,"The least we owe Ukraine is full support, and to do this, we need a stronger Nato For me, John Lennon’s mega-hit Imagine was always a song popular for the wrong reasons. “Imagine that the world will live as one” is the best way to end in hell.Those who cling …","For me, John Lennons mega-hit Imagine was always a song popular for the wrong reasons. Imagine that the world will live as one is the best way to end in hell.
Those who cling to pacifism in the face… [+10665 chars]"
Yoga by Emmanuel Carrère review – the writer who ate himself,https://amp.theguardian.com/books/2022/may/29/yoga-by-emmanuel-carrere-review-the-writer-who-ate-himself,2022-05-29T08:00:03Z,"The Frenchman’s account of his descent into depression and treatment in a psychiatric hospital is an amazing feat of ‘self-cannibalisation’In a sense, writing a book is easy. You just keep putting one interesting sentence after another, then thread them all t…","In a sense, writing a book is easy. You just keep putting one interesting sentence after another, then thread them all together along a more or less fine narrative line. Only, it isnt easy in fact, i… [+6263 chars]"
South Korea and US fire eight missiles into sea in show of force to North Korea,https://amp.theguardian.com/world/2022/jun/06/south-korea-and-us-fire-eight-missiles-into-sea-in-show-of-force-to-north-korea,2022-06-06T00:29:07Z,"Monday morning launches demonstrate ‘capability and readiness to carry out precision strikes’ on regime, a day after it carried out its own launchesSouth Korea and the United States fired eight surface-to-surface missiles early on Monday into the sea in respo…",South Korea and the United States fired eight surface-to-surface missiles early on Monday into the sea in response to North Koreas launch of a barrage of short-range ballistic missiles the previous d… [+2021 chars]
North Korea fires ballistic missiles a day after US-South Korean naval drills,https://amp.theguardian.com/world/2022/jun/05/north-korea-fires-ballistic-missiles-a-day-after-us-south-korean-naval-drills,2022-06-05T02:15:30Z,"Pyongyang’s 18th round of missile tests this year comes after US aircraft carrier leads exercises in the Philippine SeaNorth Korea has fired eight short-range ballistic missiles towards the sea off its east coast, a day after South Korea and the US wrapped up…","North Korea has fired eight short-range ballistic missiles towards the sea off its east coast, a day after South Korea and the US wrapped up military exercises involving an American aircraft carrier.… [+2252 chars]"
"North Korea’s Covid outbreak likely ‘getting worse’, WHO says",https://amp.theguardian.com/world/2022/jun/02/north-koreas-covid-outbreak-likely-getting-worse-who-says,2022-06-02T01:16:48Z,"Experts doubt state media claims that the worst is over, as WHO warns of global dangers of letting the virus spread unchecked<ul><li>See all our coronavirus coverage</li></ul>The World Health Organization has cast doubts on North Korea’s claims of progress in…","The World Health Organization has cast doubts on North Koreas claims of progress in the fight against a Covid-19 outbreak, saying it believes the situation is getting worse, not better, amid an absen… [+3189 chars]"
Trudeau calls China’s close encounter with Canadian warplanes ‘provocative’,https://amp.theguardian.com/world/2022/jun/06/trudeau-china-aerial-encounter-provocative-jets-canada,2022-06-06T20:35:06Z,Canadian planes enforcing UN North Korea sanctions had to avoid colliding with Chinese jets in encounter in international airspaceJustin Trudeau has denounced Beijing’s “irresponsible and provocative” actions after a recent encounter in international airspace…,"Justin Trudeau has denounced Beijings irresponsible and provocative actions after a recent encounter in international airspace over Asia.
The incident, in which Canadian aircraft deployed in Japan e… [+1759 chars]"
‘China in mind’: Japan mulls beefing up military as Ukraine war rings alarm,https://amp.theguardian.com/world/2022/may/30/japan-china-defence-ukraine-war-russia,2022-05-30T00:00:13Z,"Country could double spending and acquire ‘first-strike’ capability in shift away from defensive postwar postureWeeks after he became Japan’s prime minister last year, Fumio Kishida pulled on a dark green bomber jacket, the hinomaru flag emblazoned on his sle…","Weeks after he became Japans prime minister last year, Fumio Kishida pulled on a dark green bomber jacket, the hinomaru flag emblazoned on his sleeve, and climbed into a tank.
Official photos show h… [+6749 chars]"
José Ramos-Horta accuses Alexander Downer of ‘distorting’ issues around 2004 Timor-Leste bugging,https://amp.theguardian.com/world/2022/may/28/jose-ramos-horta-accuses-alexander-downer-of-distorting-issues-around-2004-timor-leste-bugging,2022-05-27T20:00:14Z,Exclusive: President of south-east Asian nation says Australia used cover of ‘supposedly altruistic foreign aid program’ to spy on behalf of oil companies<ul><li>Follow our Australia news live blog for the latest updates</li><li>Download the free Guardian app…,"The president of Timor-Leste, José Ramos-Horta, has accused former foreign affairs minister Alexander Downer of avoiding and distorting the issues around the 2004 bugging scandal, saying recent comme… [+3459 chars]"
What links Top Gun: Maverick to Dennis Rodman and The Outsiders?,https://amp.theguardian.com/culture/2022/may/28/down-the-rabbit-hole-top-gun-maverick-dennis-rodman-the-outsiders,2022-05-28T12:00:31Z,"The new Tom Cruise flyboy sequel is out, so follow it down the rabbit hole to ER, a Bull in Korea and Francis Ford CoppolaWith Top Gun: Maverick in cinemas and two Missions: Impossible in the works, it’s a busy time for Tom: Cruise. Jumping on from Tony Scott…","Wingman: anytime
With Top Gun: Maverick in cinemas and two Missions: Impossible in the works, its a busy time for Tom: Cruise. Jumping on from Tony Scotts 1986 blockbuster, the sequel finds Maverick… [+2712 chars]"
Heat wave: how Orkney is leading a tidal power revolution,https://amp.theguardian.com/environment/2022/jun/18/heat-wave-how-orkney-is-leading-a-tidal-power-revolution,2022-06-18T07:00:12Z,"Strong tides make conditions in the Scottish islands ideal, but can the UK grasp the opportunity to become a leader in the sector?On a small passenger boat about 10 miles north of Kirkwall, Orkney, at the point where the Atlantic Ocean meets the North Sea, an…","On a small passenger boat about 10 miles north of Kirkwall, Orkney, at the point where the Atlantic Ocean meets the North Sea, an immense yellow structure heaves into view. This is the worlds most po… [+7450 chars]"
Biden administration to reverse Trump-era rules on landmines - The Washington Post,https://www.washingtonpost.com/national-security/2022/06/21/united-states-biden-landmines-trump/,2022-06-21T15:59:39Z,"<ol><li>Biden administration to reverse Trump-era rules on landmines  The Washington Post
</li><li>Most land mine use by US military banned, except for Korea  The Associated Press
</li><li>Biden moves to restrict military’s use of land mines  The Hill
</li…","Placeholder while article actions load
The Biden administration will ban the use of land mines by the United States across most of the globe, in a decision that reverses Trump-era rules allowing gre… [+5753 chars]"
Mexico’s president snubs Biden invitation to summit,https://www.washingtonpost.com/politics/2022/06/06/mexico-president-snub-biden/,2022-06-06T23:13:36Z,"López Obrador says he will not attend this week's Summit of the Americas in Los Angeles because Biden is not inviting Cuba, Venezuela or Nicaragua.","Placeholder while article actions load
Mexican President Andrés Manuel López Obrador said on Monday that he will not attend this weeks Summit of the Americas in Los Angeles, after President Biden de… [+6634 chars]"
"Biden hunkers down for a long, limited war in Ukraine",https://www.washingtonpost.com/opinions/2022/06/02/biden-hunkers-down-long-limited-war-in-ukraine/,2022-06-02T19:57:31Z,"Rather than predicting military victory, he quotes Zelensky saying the war « will only definitively end through diplomacy. »","Placeholder while article actions load
Limited war requires limits, wrote Harvard professor Thomas Schelling in his 1960 classic, The Strategy of Conflict. President Biden took some sensible steps t… [+5456 chars]"
Cybersecurity's bad and it's getting worse - The Washington Post,https://www.washingtonpost.com/politics/2022/06/24/cybersecuritys-bad-its-getting-worse/,2022-06-24T12:20:00Z,Three big takeaways from eight years on the cyber beat.,"Placeholder while article actions load
Welcome to The Cybersecurity 202! This is my last newsletter after three-and-a-half years as author of The Cybersecurity 202. Its been a blast!
Thank you!: To… [+12396 chars]"
"U.S., South Korea respond to North Korea launch with 8 missiles of their own",https://www.washingtonpost.com/world/2022/06/06/north-korea-ballistic-missile-us-south-korea/,2022-06-06T07:38:28Z,"It was a stern show of force by the U.S. and South Korean militaries, signaling their hardening line toward the North.","Placeholder while article actions load
TOKYO The U.S. and South Korean militaries test-fired eight ballistic missiles on Monday matching North Koreas weapons tests the day before, in a stern show of… [+4089 chars]"
"As nuclear test looms, North Korea reports intestinal epidemic",https://www.washingtonpost.com/world/2022/06/17/north-korea-nuclear-intestinal-epidemic/,2022-06-17T08:15:08Z,"The regime is struggling with a covid outbreak and food shortages, and the announcement of the latest disease could be an effort to make leader Kim Jong Un look responsive, experts say.","Placeholder while article actions load
TOKYO As South Korean and U.S. officials repeated their warnings this week about a potential North Korean nuclear test, Pyongyang announced it is fighting a ne… [+4743 chars]"
North Korea heads U.N.-linked disarmament group amid consternation,https://www.washingtonpost.com/world/2022/06/03/north-korea-un-disarmament/,2022-06-03T11:52:57Z,,"Placeholder while article actions load
SEOUL North Korea, which has been developing nuclear weapons in defiance of sanctions imposed by the United Nations, has taken the helm of the U.N.-backed Conf… [+3610 chars]"
Making sense of North Korea's covid mystery — and its menace,https://www.washingtonpost.com/world/2022/06/03/north-korea-covid-outbreak-information/,2022-06-03T11:15:10Z,"The World Health Organization is warning that it has no information on what is going on in North Korea and the situation could be getting worse, not better.","Placeholder while article actions load
TOKYO Its always been difficult to get an accurate picture of whats going on inside North Korea, one of the most closed-off countries in the world. But its han… [+7729 chars]"
Trudeau accuses China of 'extremely troubling' harassment of Canadian jets,https://www.washingtonpost.com/world/2022/06/03/china-canada-military-airplane-north-korea/,2022-06-03T11:01:24Z,Canadian aircraft are in Asia as part of a U.N.-backed military patrol to monitor sanctions placed on North Korea.,"Placeholder while article actions load
Canadian Prime Minister Justin Trudeau has accused China of harassing Canadian military jets in the skies above Asia, calling the situation extremely troubling… [+3194 chars]"
North Korea fires artillery shells following vows for arms build up,https://www.washingtonpost.com/world/2022/06/13/north-korea-nuclear-shell-weapons-test/,2022-06-13T08:24:34Z,North Korea fired artillery shells on the heels of a major meeting in Pyongyang during which Kim Jong Un called for boosting the nation's military.,"Placeholder while article actions load
SEOUL North Korea fired artillery shells into the sea on the heels of a major party meeting in Pyongyang during which leader Kim Jong Un called for boosting th… [+2673 chars]"
"At first meeting, U.S., China defense chiefs call for more communication",https://www.washingtonpost.com/world/2022/06/10/austin-wei-defense-security-asia-shangrila/,2022-06-10T13:44:02Z,"It was the latest indication that the temperature of the U.S.-China conflict has been dialed down a few notches, even as Beijing and Washington remain strategic rivals with opposing interests across a range of issues.","Placeholder while article actions load
SHENZHEN, China U.S. Defense Secretary Lloyd Austin met his Chinese counterpart for the first time in Singapore on Friday, with the two military leaders agreei… [+5309 chars]"
Ukraine takes center stage in Asia's geopolitical debates,https://www.washingtonpost.com/world/2022/06/14/shangri-la-dialogue-asia-china-ukraine-zelensky-singapore-taiwan-japan/,2022-06-14T04:01:29Z,"""Ukraine today may be East Asia tomorrow,” declared Japanese Prime Minister Fumio Kishida on Friday at the Shangri-La Dialogue defense summit.","Placeholder while article actions load
Youre reading an excerpt from the Todays WorldView newsletter. Sign up to get the rest free, including news from around the globe and interesting ideas and opi… [+7373 chars]"
"As Latin America embraces a new left, the U.S. could take a back seat",https://www.washingtonpost.com/world/2022/06/20/petro-latin-america-left/,2022-06-20T23:12:39Z,Leftist Gustavo Petro's victory in Colombia was the most stunning example yet of how the pandemic has transformed the politics of Latin America.,"Placeholder while article actions load
BOGOTÁ, Colombia For more than two centuries, Colombia was considered a conservative stalwart in Latin America. Even as leftist governments came and went acros… [+8830 chars]"
"Relax, This Isn’t the Future of Japanese Tourism",https://www.washingtonpost.com/business/relax-this-isnt-the-future-of-japanese-tourism/2022/06/12/32ef3ac6-eaa4-11ec-9f90-79df1fb28296_story.html,2022-06-13T02:31:19Z,"It’s easy to be frustrated with Japan’s slow reopening, but the country needs to learn to let down its guard first.","Placeholder while article actions load
Tourists are coming back to Japan but while in the past they were driving Mario Karts down the main streets of Tokyo, now theyre being asked to sit in groups d… [+4765 chars]"
North Korea’s COVID Outbreak | Start Here,https://www.aljazeera.com/program/start-here/2022/5/26/north-koreas-covid-outbreak-start-here,2022-05-26T13:36:33Z,How bad is COVID in North Korea?,"From: Start Here
Read moreFor two years, North Korea said it had kept COVID out. But now Omicron is spreading through the unvaccinated population. Kim Jong Un says things are under control, but are … [+11 chars]"
"US, Japan, South Korea condemn N Korea tests; US widens sanctions",https://www.aljazeera.com/news/2022/5/27/new-us-sanctions-target-north-korean-weapons-of-mass-destruction,2022-05-27T16:26:03Z,Moves come after China and Russia vetoed a US-led push to tighten UN sanctions on North Korea over missile launches.,"The United States, Japan and South Korea have strongly condemned North Koreas recent ballistic missile launches in a joint statement that followed a US move to impose sanctions on those associated wi… [+3130 chars]"
Canada says China harassing its aircraft near North Korea,https://www.aljazeera.com/news/2022/6/2/canada-says-china-harrassing-pilots-near-north-korea,2022-06-02T12:23:06Z,Canada says pilots put 'at risk' by Chinese warplanes on missions to monitor North Korean sanctions evasions.,"The Canadian military has accused Chinese warplanes of harassing its pilots during United Nations sanctions patrols along the border with North Korea to monitor evasions.
Canadian Armed Forces said … [+1719 chars]"
"North Korea escapes further sanction as Russia, China wield veto",https://www.aljazeera.com/news/2022/5/27/north-korea-escapes-further-sanction-as-russia-china-wield-veto,2022-05-27T03:14:35Z,US expresses 'disappointment' after Security Council fails to tighten sanctions after slew of banned missile launches.,"China and Russia have vetoed an effort to tighten United Nations sanctions on North Korea after a spate of missile launches this year, in the first split among the five veto-wielding permanent member… [+3123 chars]"
North Korea: Kim Jong Un convenes military meeting amid tensions,https://www.aljazeera.com/news/2022/6/22/north-korea-kim-jong-un-convenes-military-meeting-amid-tensions,2022-06-22T03:46:47Z,Kim meets military officials to review policy and confirm 'crucial and urgent tasks' to expand military capabilities.,North Korean leader Kim Jong Un has opened a meeting of senior military officials to discuss national defence policies and a continuing arms buildup following a series of ballistic missile tests this… [+3351 chars]
"Kim, N Korea military approve plans to strengthen ‘war deterrent’",https://www.aljazeera.com/news/2022/6/24/kim-n-korea-military-approve-plans-to-strengthen-war-deterrent,2022-06-24T04:42:09Z,Analysts say North Korean announcements could indicate plans to deploy tactical nuclear weapons to frontlines.,"North Korean leader Kim Jong Un has ordered a strengthening of the countrys defence capabilities at a key meeting where top military officials adopted an important action plan for frontline troops.
… [+3939 chars]"
"China, Russia defend N Korea vetoes at UN General Assembly",https://www.aljazeera.com/news/2022/6/9/china-russia-explain-n-korea-vetoes-at-un-meeting,2022-06-09T03:15:23Z,"China, Russia take aim at US to explain their decision to veto new UN sanctions against North Korea.",China and Russia have accused the United States of stoking tensions on the Korean Peninsula during a landmark meeting held to explain their decisions to veto new global sanctions over Pyongyangs rene… [+3832 chars]
China accuses Canadian military of ‘provocations’ near N Korea,https://www.aljazeera.com/news/2022/6/6/china-accuses-canadian-military-of-provocations-near-north-korea,2022-06-06T11:18:31Z,Canada had previously accused China of harassing its pilots during patrols to monitor UN sanctions on North Korea.,"China has accused Canadian military jets of stepping up reconnaissance and provocations against the country, with its foreign ministry warning Ottawa of potential severe consequences.
Chinas defence… [+2212 chars]"
Biden adviser raises concerns with Chinese diplomat over N Korea,https://www.aljazeera.com/news/2022/6/13/biden-adviser-raises-concerns-with-chinese-diplomat-over-n-korea,2022-06-13T22:44:49Z,"Jake Sullivan told Yang Jiechi that Washington and Beijing can cooperate on North Korea issue, senior US official says.",US President Joe Bidens national security adviser has raised concerns with Chinas top diplomat over Beijings veto of a United States-led push at the United Nations to impose more sanctions on North K… [+3960 chars]
New US sanctions target North Korean weapons of mass destruction,https://www.aljazeera.com/economy/2022/5/27/new-us-sanctions-target-north-korean-weapons-of-mass-destruction,2022-05-27T16:26:03Z,The move came a day after China and Russia vetoed a US-led push to impose more UN sanctions on North Korea.,"The United States on Friday imposed sanctions on two Russian banks, a North Korean company and a person it accused of supporting North Koreas weapons of mass destruction programme, increasing pressur… [+1840 chars]"
"S Korea, US fire eight missiles in response to N Korea tests",https://www.aljazeera.com/news/2022/6/6/s-korea-us-fire-eight-missiles-in-response-to-n-korea-tests,2022-06-06T02:04:29Z,S Korean military says the action is a demonstration of the allies readiness to respond to N Korean 'provocations'.,"South Korea and the United States have condemned North Koreas latest missile launches, firing eight ballistic missiles of their own in a show of force aimed at demonstrating the two allies readiness … [+2629 chars]"
New activity detected at North Korea’s nuclear testing facility,https://www.aljazeera.com/news/2022/6/16/new-activity-detected-at-north-koreas-nuclear-testing-facility,2022-06-16T04:13:57Z,US think tank says satellite images suggest work is underway on a second tunnel at the Punggye-ri Nuclear Test Facility.,"North Korea has essentially completed restoration work at its Punggye-ri Nuclear Test Facility and appears to be expanding construction activity into a second tunnel, according to a new analysis from… [+1756 chars]"
N Korea says fighting unnamed gastrointestinal infection outbreak,https://www.aljazeera.com/news/2022/6/16/n-korea-says-fighting-unnamed-gastrointestinal-infection-outbreak,2022-06-16T07:15:17Z,Outbreak in an agricultural area comes as impoverished country battles COVID-19 and food shortages.,North Korea has reported an outbreak of an unidentified gastrointestinal disease in the countrys southwest as it continues to battle a wave of COVID-19 that has further strained its already creaky he… [+2407 chars]
Why some South Koreans want their own nuclear bomb,https://www.aljazeera.com/news/2022/6/3/why-south-koreans-want-their-own-nuclear-bomb,2022-06-03T02:08:15Z,N Korea's growing capabilities amid doubts over US defence commitments raising calls for S Korea to go nuclear.,"Seoul, South Korea  Hours after United States President Joe Biden left Tokyo following a five-day tour to Japan and South Korea last week, officials in Seoul sounded the alarm over the launch of a su… [+7048 chars]"
COVID amid food insecurity: A perfect storm is brewing in N Korea,https://www.aljazeera.com/opinions/2022/6/2/covid-amid-food-insecurity-a-perfect-storm-is-brewing-in-n-korea,2022-06-02T07:00:40Z,Widespread malnutrition and the absence of a stable health system are exacerbating the COVID-19 impact in the country.,"On May 12, North Korea reported the countrys first COVID outbreak, a significant public admission after two and a half years of stringent lockdowns and border closures. Since then, the country has se… [+6717 chars]"
US warns of ‘forceful’ response if N Korea tests nuclear weapon,https://www.aljazeera.com/news/2022/6/7/us-warns-of-forceful-response-if-n-korea-tests-nuclear-weapon,2022-06-07T04:32:09Z,Warning comes amid growing concern that Pyongyang is preparing for its first nuclear weapons test since 2017.,"US Deputy Secretary of State Wendy Sherman has said there would be a forceful response from the United States, South Korea and the world if North Korea were to conduct a nuclear test.
Any nuclear te… [+2457 chars]"
N Korea logs rise in fever cases amid move to soften COVID curbs,https://www.aljazeera.com/news/2022/5/30/n-korea-logs-jump-in-fever-cases-amid-move-to-soften-covid-curbs,2022-05-30T04:40:52Z,"Daily fever tally rises above 100,000 amid reports that movement restrictions in Pyongyang may have been eased.","North Korea reported a slight jump in suspected COVID-19 cases on Monday amid media reports that movement restrictions imposed in the capital, Pyongyang, may have been lifted.
The Korean Central New… [+2992 chars]"
South Korea ‘successfully’ launches homegrown Nuri space rocket,https://www.aljazeera.com/news/2022/6/21/south-korea-launches-domestically-developed-space-rocket,2022-06-21T08:44:09Z,The launch of the domestically produced Nuri rocket is a big step for South Korea's space programme.,"South Korea has successfully launched its first domestically developed space rocket, the science ministry said, in the second attempt months after a launch last October failed.
The Korea Satellite L… [+2010 chars]"
Nuclear-armed nations spent $82.4bn on weapons in 2021,https://www.aljazeera.com/news/2022/6/15/nuclear-armed-nations-spent-82bn-on-weapons-in-2021,2022-06-15T03:50:38Z,Coalition accuses nuclear-armed nations of 'obscene' spending and notes extensive industry lobbying.,"The worlds nine nuclear-armed countries spent $82.4bn upgrading their atomic weaponry in 2021, eight percent more than the year before, a campaign group has said.
The biggest spender was the United … [+2521 chars]"
BTS pop band triggers $1.7bn rout after announcing solo stint,https://www.aljazeera.com/economy/2022/6/15/bts-pop-band-triggers-1-7bn-rout-after-announcing-solo-stint,2022-06-15T03:40:44Z,Shares of agency that manages the pop phenomenon tanked a record 28 percent on news members will pursue solo projects.,"Shares of Hybe Co., the agency that manages the South Korean pop phenomenon BTS, plunged by a record after the band said theyll focus on individual projects for a while.
Hybe sank as much as 28% on … [+2469 chars]"
