title,url,date_published,snippet,body,text
Germany faces 5 bln euros a year hit from Russian gas sanctions -newspaper - Reuters.com,https://www.reuters.com/business/energy/germany-faces-5-bln-euros-year-hit-russian-gas-sanctions-newspaper-2022-06-05/,2022-06-05 15:31:00+00:00,"Russia's sanctions against Gazprom Germania and its subsidiaries could cost German taxpayers and gas users an extra 5 billion euros ($5.4 billion) a year to pay for replacement gas, the Welt am Sonntag weekly reported, citing industry representatives.","BERLIN, June 5 (Reuters) - Russia's sanctions against Gazprom Germania and its subsidiaries could cost German taxpayers and gas users an extra 5 billion euros ($5.4 billion) a year to pay for replace… [+1550 chars]",germany faces 5 bln euros a year hit from russian gas sanctions newspaper russia s sanctions against gazprom germania and its subsidiaries could cost german taxpayers and gas users an extra 5 billion euros a year to pay for replacement gas the welt am sonntag weekly reported citing industry representatives berlin june 5 russia s sanctions against gazprom germania and its subsidiaries could cost german taxpayers and gas users an extra 5 billion euros a year to pay for replace
EXCLUSIVE Kazakhstan renames its export oil to avoid Russia sanctions risk - Reuters,https://www.reuters.com/business/energy/exclusive-kazakhstan-renames-its-export-oil-avoid-russia-sanctions-risk-2022-06-03/,2022-06-03 14:06:00+00:00,Kazakhstan is changing the name of the oil it exports via Russian sea ports to Kazakhstan Export Blend Crude Oil (KEBCO) to dissociate it from oil originating in Russia in order to avoid sanction risks and issues with financing.,June 3 (Reuters) - Kazakhstan is changing the name of the oil it exports via Russian sea ports to Kazakhstan Export Blend Crude Oil (KEBCO) to dissociate it from oil originating in Russia in order to… [+2210 chars],exclusive kazakhstan renames its export oil to avoid russia sanctions risk kazakhstan is changing the name of the oil it exports via russian sea ports to kazakhstan export blend crude oil to dissociate it from oil originating in russia in order to avoid sanction risks and issues with financing june 3 kazakhstan is changing the name of the oil it exports via russian sea ports to kazakhstan export blend crude oil to dissociate it from oil originating in russia in order to
Sanctions-hit Kremlin to stage annual 'Russian Davos' bereft of financial elite - Reuters.com,https://www.reuters.com/world/europe/sanctions-hit-kremlin-stage-annual-russian-davos-bereft-financial-elite-2022-06-14/,2022-06-14 15:26:00+00:00,"Russia for years hosted world leaders and business titans at its annual economic forum in St Petersburg, but the ""Russian Davos"" will see little of the global financial elite this time around with Moscow isolated by sanctions over its actions in Ukraine.","June 14 (Reuters) - Russia for years hosted world leaders and business titans at its annual economic forum in St Petersburg, but the ""Russian Davos"" will see little of the global financial elite this… [+5240 chars]",sanctions hit kremlin to stage annual russian davos bereft of financial elite russia for years hosted world leaders and business titans at its annual economic forum in st petersburg but the russian davos will see little of the global financial elite this time around with moscow isolated by sanctions over its actions in ukraine june 14 russia for years hosted world leaders and business titans at its annual economic forum in st petersburg but the russian davos will see little of the global financial elite this
U.S. Treasury says all buying of Russian debt and equity banned under sanctions - Reuters.com,https://www.reuters.com/markets/us/us-treasury-says-all-buying-russian-debt-equity-banned-under-sanctions-2022-06-07/,2022-06-07 15:07:00+00:00,"The U.S. Treasury Department has advised U.S. money managers that Washington's sanctions on Moscow bar any secondary market purchases of debt or stocks belonging to Russia's government and firms, not just newly issued, further tightening curbs on the country …","WASHINGTON/LONDON, June 7 (Reuters) - The U.S. Treasury Department has advised U.S. money managers that Washington's sanctions on Moscow bar any secondary market purchases of debt or stocks belonging… [+1925 chars]",u s treasury says all buying of russian debt and equity banned under sanctions the u s treasury department has advised u s money managers that washington s sanctions on moscow bar any secondary market purchases of debt or stocks belonging to russia s government and firms not just newly issued further tightening curbs on the country washington london june 7 the u s treasury department has advised u s money managers that washington s sanctions on moscow bar any secondary market purchases of debt or stocks belonging
"EU unity on Russian sanctions 'starting to crumble', German minister says - Reuters.com",https://www.reuters.com/world/europe/eu-unity-russian-sanctions-starting-crumble-german-minister-says-2022-05-29/,2022-05-29 16:10:00+00:00,"German Economy Minister Robert Habeck on Sunday expressed fears that the European Union's unity was ""starting to crumble"" ahead of a summit to discuss an oil embargo against Russia and plans to cut dependence on Russian energy.","BERLIN, May 29 (Reuters) - German Economy Minister Robert Habeck on Sunday expressed fears that the European Union's unity was ""starting to crumble"" ahead of a summit to discuss an oil embargo agains… [+1381 chars]",eu unity on russian sanctions starting to crumble german minister says german economy minister robert habeck on sunday expressed fears that the european union s unity was starting to crumble ahead of a summit to discuss an oil embargo against russia and plans to cut dependence on russian energy berlin may 29 german economy minister robert habeck on sunday expressed fears that the european union s unity was starting to crumble ahead of a summit to discuss an oil embargo agains
EU blacklists wife of Russian billionaire Melnichenko to curb bypassing sanctions - Reuters,https://www.reuters.com/world/europe/eu-blacklists-wife-russian-billionaire-melnichenko-curb-bypassing-sanctions-2022-06-03/,2022-06-03 17:02:00+00:00,"The European Union on Friday blacklisted Aleksandra Melnichenko, the wife of Andrey Melnichenko, a previously sanctioned Russian billionaire who Reuters revealed had reassigned his companies to her in a bid to contain the business damage.","BRUSSELS, June 3 (Reuters) - The European Union on Friday blacklisted Aleksandra Melnichenko, the wife of Andrey Melnichenko, a previously sanctioned Russian billionaire who Reuters revealed had reas… [+1828 chars]",eu blacklists wife of russian billionaire melnichenko to curb bypassing sanctions the european union on friday blacklisted aleksandra melnichenko the wife of andrey melnichenko a previously sanctioned russian billionaire who revealed had reassigned his companies to her in a bid to contain the business damage brussels june 3 the european union on friday blacklisted aleksandra melnichenko the wife of andrey melnichenko a previously sanctioned russian billionaire who revealed had reas
Swiss lower house backs power to independently impose sanctions - Reuters.com,https://www.reuters.com/world/europe/swiss-lower-house-backs-power-independently-impose-sanctions-2022-06-09/,2022-06-09 14:59:00+00:00,Switzerland's lower house on Thursday backed legal changes that will allow the usually neutral country to impose sanctions independently of other nations or international groups on people or entities that have violated international humanitarian law.,"ZURICH, June 9 (Reuters) - Switzerland's lower house on Thursday backed legal changes that will allow the usually neutral country to impose sanctions independently of other nations or international g… [+1936 chars]",swiss lower house backs power to independently impose sanctions switzerland s lower house on thursday backed legal changes that will allow the usually neutral country to impose sanctions independently of other nations or international groups on people or entities that have violated international humanitarian law zurich june 9 switzerland s lower house on thursday backed legal changes that will allow the usually neutral country to impose sanctions independently of other nations or international g
"Russia, Turkey agree to more consultations on grain exports from Ukraine - Reuters",https://www.reuters.com/world/russia-turkey-agree-more-consultations-grain-exports-ukraine-2022-06-22/,2022-06-22 09:36:00+00:00,"Russian and Turkish delegations have agreed to continue consultations on safe vessel departures and grain exports from Ukrainian ports, the Russian defence ministry said on Wednesday.","June 22 (Reuters) - Russian and Turkish delegations have agreed to continue consultations on safe vessel departures and grain exports from Ukrainian ports, the Russian defence ministry said on Wednes… [+438 chars]",russia turkey agree to more consultations on grain exports from ukraine russian and turkish delegations have agreed to continue consultations on safe vessel departures and grain exports from ukrainian ports the russian defence ministry said on wednesday june 22 russian and turkish delegations have agreed to continue consultations on safe vessel departures and grain exports from ukrainian ports the russian defence ministry said on wednes
"Canada imposes Russia-related sanctions 22 individuals, 4 entities - Reuters",https://www.reuters.com/world/europe/canada-imposes-russia-related-sanctions-22-individuals-4-entities-2022-05-31/,2022-05-31 13:27:00+00:00,Canada said Tuesday it was imposing new sanctions on Russia and putting restrictions on 22 individuals and four entities in response to Moscow's invasion of Ukraine.,"OTTAWA, May 31 (Reuters) - Canada said Tuesday it was imposing new sanctions on Russia and putting restrictions on 22 individuals and four entities in response to Moscow's invasion of Ukraine.
The r… [+552 chars]",canada imposes russia related sanctions 22 individuals 4 entities canada said tuesday it was imposing new sanctions on russia and putting restrictions on 22 individuals and four entities in response to moscow s invasion of ukraine ottawa may 31 canada said tuesday it was imposing new sanctions on russia and putting restrictions on 22 individuals and four entities in response to moscow s invasion of ukraine the r
"Rouble stays near 7-yr peaks, OFZ bonds climb higher - Reuters.com",https://www.reuters.com/markets/europe/rouble-stays-near-7-yr-peaks-ofz-bonds-climb-higher-2022-06-24/,2022-06-24 07:44:00+00:00,"The Russian rouble stabilised near seven-year peaks on Friday, supported by capital controls and high prices for Russian exports, such as oil and gas, while OFZ government bond prices climbed higher.","June 24 (Reuters) - The Russian rouble stabilised near seven-year peaks on Friday, supported by capital controls and high prices for Russian exports, such as oil and gas, while OFZ government bond pr… [+2279 chars]",rouble stays near 7 yr peaks ofz bonds climb higher the russian rouble stabilised near seven year peaks on friday supported by capital controls and high prices for russian exports such as oil and gas while ofz government bond prices climbed higher june 24 the russian rouble stabilised near seven year peaks on friday supported by capital controls and high prices for russian exports such as oil and gas while ofz government bond pr
Russia to spend $14.5 bln to boost local aircraft production amid sanctions - Reuters.com,https://www.reuters.com/business/aerospace-defense/russia-spend-145-bln-boost-local-aircraft-production-amid-sanctions-2022-06-27/,2022-06-27 11:26:00+00:00,Russia's government announced plans on Monday to invest 770 billion roubles ($14.5 billion) in the country's aviation industry by the end of this decade to boost the share of domestically-manufactured aircraft.,June 27 (Reuters) - Russia's government announced plans on Monday to invest 770 billion roubles ($14.5 billion) in the country's aviation industry by the end of this decade to boost the share of dome… [+1813 chars],russia to spend 14 5 bln to boost local aircraft production amid sanctions russia s government announced plans on monday to invest 770 billion roubles in the country s aviation industry by the end of this decade to boost the share of domestically manufactured aircraft june 27 russia s government announced plans on monday to invest 770 billion roubles in the country s aviation industry by the end of this decade to boost the share of dome
"No more EU sanctions on Russia needed, negotiations better option -Hungary - Reuters.com",https://www.reuters.com/world/europe/no-more-eu-sanctions-russia-needed-negotiations-better-option-hungary-2022-06-23/,2022-06-23 21:24:00+00:00,"The European Union should stop adding sanctions on Russia over its invasion of Ukraine and instead push for a ceasefire and the start of negotiations, a senior aide to Hungarian Prime Minister Viktor Orban said on Thursday.","BRUSSELS, June 23 (Reuters) - The European Union should stop adding sanctions on Russia over its invasion of Ukraine and instead push for a ceasefire and the start of negotiations, a senior aide to H… [+2689 chars]",no more eu sanctions on russia needed negotiations better option hungary the european union should stop adding sanctions on russia over its invasion of ukraine and instead push for a ceasefire and the start of negotiations a senior aide to hungarian prime minister viktor orban said on thursday brussels june 23 the european union should stop adding sanctions on russia over its invasion of ukraine and instead push for a ceasefire and the start of negotiations a senior aide to h
Novak says Russia can increase oil production in July - Reuters,https://www.reuters.com/markets/commodities/novak-says-russia-can-increase-oil-production-july-2022-06-16/,2022-06-16 07:42:00+00:00,"Russia plans to increase oil production next month as export flows are being redirected to avoid Western sanctions, energy officials said on Thursday, predicting domestic oil output would be either flat or decline slightly this year.","June 16 (Reuters) - Russia plans to increase oil production next month as export flows are being redirected to avoid Western sanctions, energy officials said on Thursday, predicting domestic oil outp… [+1588 chars]",novak says russia can increase oil production in july russia plans to increase oil production next month as export flows are being redirected to avoid western sanctions energy officials said on thursday predicting domestic oil output would be either flat or decline slightly this year june 16 russia plans to increase oil production next month as export flows are being redirected to avoid western sanctions energy officials said on thursday predicting domestic oil outp
EU ambassadors back sixth round of Russia sanctions - Reuters,https://www.reuters.com/world/europe/eu-ambassadors-back-sixth-round-russia-sanctions-2022-06-02/,2022-06-02 14:08:00+00:00,"European Union diplomats gave a final approval on Thursday to the bloc's sixth round of sanctions against Russia for invading Ukraine, a diplomat told Reuters.","BRUSSELS, June 2 (Reuters) - European Union diplomats gave a final approval on Thursday to the bloc's sixth round of sanctions against Russia for invading Ukraine, a diplomat told Reuters.
The sanct… [+839 chars]",eu ambassadors back sixth round of russia sanctions european union diplomats gave a final approval on thursday to the bloc s sixth round of sanctions against russia for invading ukraine a diplomat told brussels june 2 european union diplomats gave a final approval on thursday to the bloc s sixth round of sanctions against russia for invading ukraine a diplomat told the sanct
Sanctions prevent Moscow from retaining military capabilities -Germany's Scholz - Reuters.com,https://www.reuters.com/world/europe/sanctions-prevent-moscow-retaining-military-capabilities-germanys-scholz-2022-06-07/,2022-06-07 11:18:00+00:00,"Moscow will not be able to retain its military capabilities due to tough Western sanctions imposed as a result of Russia's invasion of Ukraine, German Chancellor Olaf Scholz said on Tuesday.","VILNIUS, June 7 (Reuters) - Moscow will not be able to retain its military capabilities due to tough Western sanctions imposed as a result of Russia's invasion of Ukraine, German Chancellor Olaf Scho… [+667 chars]",sanctions prevent moscow from retaining military capabilities germany s scholz moscow will not be able to retain its military capabilities due to tough western sanctions imposed as a result of russia s invasion of ukraine german chancellor olaf scholz said on tuesday vilnius june 7 moscow will not be able to retain its military capabilities due to tough western sanctions imposed as a result of russia s invasion of ukraine german chancellor olaf scho
Putin says Russia will not mothball oil wells despite West's import ban - Reuters.com,https://www.reuters.com/business/energy/putin-says-russia-will-not-mothball-oil-wells-despite-wests-import-ban-2022-06-09/,2022-06-09 16:25:00+00:00,Russian President Vladimir Putin said on Thursday that Russian companies will not block off their oil wells despite the West's efforts to lessen its dependence on energy supplies from Moscow.,June 9 (Reuters) - Russian President Vladimir Putin said on Thursday that Russian companies will not block off their oil wells despite the West's efforts to lessen its dependence on energy supplies f… [+1650 chars],putin says russia will not mothball oil wells despite west s import ban russian president vladimir putin said on thursday that russian companies will not block off their oil wells despite the west s efforts to lessen its dependence on energy supplies from moscow june 9 russian president vladimir putin said on thursday that russian companies will not block off their oil wells despite the west s efforts to lessen its dependence on energy supplies f
Russia and China open cross-border bridge as ties deepen - Reuters.com,https://www.reuters.com/world/china/russia-china-open-cross-border-bridge-ties-deepen-2022-06-10/,2022-06-10 13:27:00+00:00,Russia and China opened a new cross-border bridge in the far east on Friday which they hope will further boost trade as Moscow reels from sweeping Western sanctions imposed over its actions in Ukraine.,June 10 (Reuters) - Russia and China opened a new cross-border bridge in the far east on Friday which they hope will further boost trade as Moscow reels from sweeping Western sanctions imposed over i… [+2213 chars],russia and china open cross border bridge as ties deepen russia and china opened a new cross border bridge in the far east on friday which they hope will further boost trade as moscow reels from sweeping western sanctions imposed over its actions in ukraine june 10 russia and china opened a new cross border bridge in the far east on friday which they hope will further boost trade as moscow reels from sweeping western sanctions imposed over i
Lloyd's of London says working with regulators to implement Russia sanctions - Reuters,https://www.reuters.com/markets/europe/lloyds-london-says-working-with-regulators-implement-russia-sanctions-2022-06-01/,2022-06-01 10:17:00+00:00,"Lloyd's of London, the world's oldest insurance market, said on Wednesday that it was working closely with British and international governments and regulators to implement global sanctions against Russia.","LONDON, June 1 (Reuters) - Lloyd's of London, the world's oldest insurance market, said on Wednesday that it was working closely with British and international governments and regulators to implement… [+519 chars]",lloyd s of london says working with regulators to implement russia sanctions lloyd s of london the world s oldest insurance market said on wednesday that it was working closely with british and international governments and regulators to implement global sanctions against russia london june 1 lloyd s of london the world s oldest insurance market said on wednesday that it was working closely with british and international governments and regulators to implement
European parliament bars Russian lobbyists - Reuters,https://www.reuters.com/world/europe/european-parliament-bars-russian-lobbyists-2022-06-02/,2022-06-02 13:39:00+00:00,"Russian lobbyists are barred from the European Parliament, the head of the chamber said on Thursday, adding that Europe had to protect themselves from the Kremlin's influence and propaganda over the war in Ukraine.","BRUSSELS, June 2 (Reuters) - Russian lobbyists are barred from the European Parliament, the head of the chamber said on Thursday, adding that Europe had to protect themselves from the Kremlin's influ… [+860 chars]",european parliament bars russian lobbyists russian lobbyists are barred from the european parliament the head of the chamber said on thursday adding that europe had to protect themselves from the kremlin s influence and propaganda over the war in ukraine brussels june 2 russian lobbyists are barred from the european parliament the head of the chamber said on thursday adding that europe had to protect themselves from the kremlin s influ
"Depositary receipt holders of Russia's Sberbank, VTB face conversion headache - Reuters.com",https://www.reuters.com/business/finance/depositary-receipt-holders-russias-sberbank-vtb-face-conversion-headache-2022-06-09/,2022-06-09 11:38:00+00:00,"Investors holding depositary receipts in Russia's sanctioned top banks are facing difficulties in converting them into shares after the European Union targeted Russia's national clearing house with sanctions, sources and analysts told Reuters.",June 9 (Reuters) - Investors holding depositary receipts in Russia's sanctioned top banks are facing difficulties in converting them into shares after the European Union targeted Russia's national cl… [+3033 chars],depositary receipt holders of russia s sberbank vtb face conversion headache investors holding depositary receipts in russia s sanctioned top banks are facing difficulties in converting them into shares after the european union targeted russia s national clearing house with sanctions sources and analysts told june 9 investors holding depositary receipts in russia s sanctioned top banks are facing difficulties in converting them into shares after the european union targeted russia s national cl
Analysis: How the Ukraine conflict is reshaping global oil markets - Reuters,https://www.reuters.com/markets/commodities/how-ukraine-conflict-is-reshaping-global-oil-markets-2022-05-30/,2022-05-30 05:00:00+00:00,"Russia's invasion of Ukraine has reconfigured the global oil market, with African suppliers stepping in to meet European demand and Moscow, stung by Western sanctions, increasingly tapping risky ship-to-ship transfers to get its crude to Asia.","LONDON, May 30 (Reuters) - Russia's invasion of Ukraine has reconfigured the global oil market, with African suppliers stepping in to meet European demand and Moscow, stung by Western sanctions, incr… [+4584 chars]",analysis how the ukraine conflict is reshaping global oil markets russia s invasion of ukraine has reconfigured the global oil market with african suppliers stepping in to meet european demand and moscow stung by western sanctions increasingly tapping risky ship to ship transfers to get its crude to asia london may 30 russia s invasion of ukraine has reconfigured the global oil market with african suppliers stepping in to meet european demand and moscow stung by western sanctions incr
"EU's phased-in oil embargo allows Russia time to adjust, say analysts, sources - Reuters",https://www.reuters.com/markets/europe/eus-phased-in-oil-embargo-allows-russia-time-adjust-say-analysts-sources-2022-05-31/,2022-05-31 15:32:00+00:00,"Europe's phased-in rather than immediate embargo on Russian oil gives Moscow time to re-route volumes to new customers in Asia in the next six months, Russian analysts and traders said on Tuesday.","May 31 (Reuters) - Europe's phased-in rather than immediate embargo on Russian oil gives Moscow time to re-route volumes to new customers in Asia in the next six months, Russian analysts and traders … [+3042 chars]",eu s phased in oil embargo allows russia time to adjust say analysts sources europe s phased in rather than immediate embargo on russian oil gives moscow time to re route volumes to new customers in asia in the next six months russian analysts and traders said on tuesday may 31 europe s phased in rather than immediate embargo on russian oil gives moscow time to re route volumes to new customers in asia in the next six months russian analysts and traders
"Russian furniture chains eye IKEA's shuttered factories, stores - Reuters",https://www.reuters.com/business/retail-consumer/russian-furniture-chains-eye-ikeas-shuttered-factories-stores-2022-06-17/,2022-06-17 10:25:00+00:00,"Russian furniture chain Tvoi Dom and another brand Hoff are both considering buying IKEA's Russian assets after the Swedish firm put its factories up for sale, Russian news agencies reported.","June 17 (Reuters) - Russian furniture chain Tvoi Dom and another brand Hoff are both considering buying IKEA's Russian assets after the Swedish firm put its factories up for sale, Russian news agenci… [+1345 chars]",russian furniture chains eye ikea s shuttered factories stores russian furniture chain tvoi dom and another brand hoff are both considering buying ikea s russian assets after the swedish firm put its factories up for sale russian news agencies reported june 17 russian furniture chain tvoi dom and another brand hoff are both considering buying ikea s russian assets after the swedish firm put its factories up for sale russian news agenci
Russia to restrict budget data in response to Western sanctions - Reuters.com,https://www.reuters.com/world/europe/russia-restrict-budget-data-response-western-sanctions-2022-06-14/,2022-06-14 15:41:00+00:00,"Russia will start restricting public access to some government data in an attempt to protect the country from additional sanctions, the finance ministry said on Tuesday.","June 14 (Reuters) - Russia will start restricting public access to some government data in an attempt to protect the country from additional sanctions, the finance ministry said on Tuesday.
In a sta… [+1862 chars]",russia to restrict budget data in response to western sanctions russia will start restricting public access to some government data in an attempt to protect the country from additional sanctions the finance ministry said on tuesday june 14 russia will start restricting public access to some government data in an attempt to protect the country from additional sanctions the finance ministry said on tuesday in a sta
Michelin to hand over Russian operations to local management - Reuters.com,https://www.reuters.com/markets/europe/michelin-hand-over-russian-operations-local-management-2022-06-28/,2022-06-28 11:12:00+00:00,"Michelin <a href=""https://www.reuters.com/companies/MICP.PA"" target=""_blank"">(MICP.PA)</a> plans to hand over its Russian activities to a new entity under local management by the end of the year, it said on Tuesday, becoming the first western tyre maker to gi…","June 28 (Reuters) - Michelin (MICP.PA) plans to hand over its Russian activities to a new entity under local management by the end of the year, it said on Tuesday, becoming the first western tyre mak… [+2274 chars]",michelin to hand over russian operations to local management michelin plans to hand over its russian activities to a new entity under local management by the end of the year it said on tuesday becoming the first western tyre maker to gi june 28 michelin plans to hand over its russian activities to a new entity under local management by the end of the year it said on tuesday becoming the first western tyre mak
"Spain backs new sanctions against Russia, no EU agreement yet - foreign minister - Reuters",https://www.reuters.com/world/europe/spain-backs-new-sanctions-against-russia-no-eu-agreement-yet-foreign-minister-2022-05-30/,2022-05-30 07:29:00+00:00,"Spain supports a new package of EU sanctions against Moscow but there is no agreement yet as some member states remain heavily dependent on Russian crude imports and are reluctant to block them, Foreign Minister Jose Manuel Albares said on Monday.","MADRID, May 30 (Reuters) - Spain supports a new package of EU sanctions against Moscow but there is no agreement yet as some member states remain heavily dependent on Russian crude imports and are re… [+548 chars]",spain backs new sanctions against russia no eu agreement yet foreign minister spain supports a new package of eu sanctions against moscow but there is no agreement yet as some member states remain heavily dependent on russian crude imports and are reluctant to block them foreign minister jose manuel albares said on monday madrid may 30 spain supports a new package of eu sanctions against moscow but there is no agreement yet as some member states remain heavily dependent on russian crude imports and are re
"The ""Big Package"": How Russia was driven to default - Reuters.com",https://www.reuters.com/markets/europe/big-package-how-russia-was-driven-default-2022-06-27/,2022-06-27 17:19:00+00:00,"Russia's first major international debt default in over a century, which Washington said became a fact on Monday, follows months of co-ordinated Western sanctions that left Moscow with cash but o access to the international financial network.","LONDON, June 27 (Reuters) - Russia's first major international debt default in over a century, which Washington said became a fact on Monday, follows months of co-ordinated Western sanctions that lef… [+5185 chars]",the big package how russia was driven to default russia s first major international debt default in over a century which washington said became a fact on monday follows months of co ordinated western sanctions that left moscow with cash but o access to the international financial network london june 27 russia s first major international debt default in over a century which washington said became a fact on monday follows months of co ordinated western sanctions that lef
"G7 to hike sanctions on Russia, close to oil price cap deal- U.S. official - Reuters.com",https://www.reuters.com/business/energy/g7-hike-sanctions-russia-close-oil-price-cap-deal-us-official-2022-06-27/,2022-06-27 08:04:00+00:00,"The Group of Seven rich democracies will commit on Tuesday to a new package of coordinated actions aimed at increasing pressure on Russia over its war in Ukraine and will finalize plans for a price cap on Russian oil, a senior U.S. official said on Monday.","SCHLOSS ELMAU, Germany, June 27 (Reuters) - The Group of Seven rich democracies will commit on Tuesday to a new package of coordinated actions aimed at increasing pressure on Russia over its war in U… [+1105 chars]",g7 to hike sanctions on russia close to oil price cap deal u s official the group of seven rich democracies will commit on tuesday to a new package of coordinated actions aimed at increasing pressure on russia over its war in ukraine and will finalize plans for a price cap on russian oil a senior u s official said on monday schloss elmau germany june 27 the group of seven rich democracies will commit on tuesday to a new package of coordinated actions aimed at increasing pressure on russia over its war in u
"Canada to impose additional sanctions, ban tech export to Russia -statement - Reuters Canada",https://www.reuters.com/world/americas/canada-impose-additional-sanctions-ban-tech-export-russia-statement-2022-06-27/,2022-06-27 16:43:00+00:00,"Canada on Monday announced more measures in response to Russia's invasion of Ukraine, including additional sanctions and a ban on the export of technologies that could help improve Russia's defense manufacturing capability.","OTTAWA, June 27 (Reuters) - Canada on Monday announced more measures in response to Russia's invasion of Ukraine, including additional sanctions and a ban on the export of technologies that could hel… [+607 chars]",canada to impose additional sanctions ban tech export to russia statement canada canada on monday announced more measures in response to russia s invasion of ukraine including additional sanctions and a ban on the export of technologies that could help improve russia s defense manufacturing capability ottawa june 27 canada on monday announced more measures in response to russia s invasion of ukraine including additional sanctions and a ban on the export of technologies that could hel
Factbox: G7 seeks to curb Russian oil income through price cap - Reuters.com,https://www.reuters.com/business/energy/g7-seeks-curb-russian-oil-income-through-price-cap-2022-06-27/,2022-06-27 16:15:00+00:00,"The Group of Seven rich nations are debating a global price cap for Russian oil that would curb Moscow's energy revenues and potentially limit its ability to fund its invasion of Ukraine. <a href=""/business/energy/g7-hike-sanctions-russia-close-oil-price-cap-…","BRUSSELS, June 27 (Reuters) - The Group of Seven rich nations are debating a global price cap for Russian oil that would curb Moscow's energy revenues and potentially limit its ability to fund its in… [+2137 chars]",factbox g7 seeks to curb russian oil income through price cap the group of seven rich nations are debating a global price cap for russian oil that would curb moscow s energy revenues and potentially limit its ability to fund its invasion of ukraine a href business energy g7 hike sanctions russia close oil price cap brussels june 27 the group of seven rich nations are debating a global price cap for russian oil that would curb moscow s energy revenues and potentially limit its ability to fund its in
OPEC+ working on making up for lower Russian oil output - Reuters,https://www.reuters.com/business/energy/opec-working-making-up-lower-russian-oil-output-2022-06-02/,2022-06-02 06:32:00+00:00,"OPEC+ is working on compensating for a drop in Russian oil output, two OPEC+ sources said on Thursday, as Russia's production has fallen by around 1 million barrels per day in recent months as a result of Western sanctions on Moscow over Ukraine.","LONDON, June 2 (Reuters) - OPEC+ is working on compensating for a drop in Russian oil output, two OPEC+ sources said on Thursday, as Russia's production has fallen by around 1 million barrels per day… [+529 chars]",opec working on making up for lower russian oil output opec is working on compensating for a drop in russian oil output two opec sources said on thursday as russia s production has fallen by around 1 million barrels per day in recent months as a result of western sanctions on moscow over ukraine london june 2 opec is working on compensating for a drop in russian oil output two opec sources said on thursday as russia s production has fallen by around 1 million barrels per day
EXCLUSIVE Russian oil tankers get India safety cover via Dubai company - Reuters India,https://www.reuters.com/world/india/exclusive-russian-oil-tankers-get-india-safety-cover-via-dubai-company-2022-06-22/,2022-06-22 16:35:00+00:00,"India is providing safety certification for dozens of ships managed by a subsidiary of top Russian shipping group Sovcomflot, official data showed, enabling oil exports to India and elsewhere after Western certifiers withdrew their services due to global sanc…","NEW DELHI/LONDON, June 22 (Reuters) - India is providing safety certification for dozens of ships managed by a subsidiary of top Russian shipping group Sovcomflot, official data showed, enabling oil … [+4104 chars]",exclusive russian oil tankers get india safety cover via dubai company india india is providing safety certification for dozens of ships managed by a subsidiary of top russian shipping group sovcomflot official data showed enabling oil exports to india and elsewhere after western certifiers withdrew their services due to global sanc new delhi london june 22 india is providing safety certification for dozens of ships managed by a subsidiary of top russian shipping group sovcomflot official data showed enabling oil
G7 to announce ban on import of new Russian gold on Tuesday - U.S. official - Reuters,https://www.reuters.com/markets/commodities/g7-announce-ban-import-new-russian-gold-tuesday-us-official-2022-06-26/,2022-06-26 07:21:00+00:00,"The Group of Seven rich democracies will announce a ban on imports of Russian gold on Tuesday, as part of ongoing efforts to hold Russia accountable for its war in Ukraine and block attempts to evade Western sanctions, a senior U.S. administration official sa…","KRUEN, Germany, June 26 (Reuters) - The Group of Seven rich democracies will announce a ban on imports of Russian gold on Tuesday, as part of ongoing efforts to hold Russia accountable for its war in… [+671 chars]",g7 to announce ban on import of new russian gold on tuesday u s official the group of seven rich democracies will announce a ban on imports of russian gold on tuesday as part of ongoing efforts to hold russia accountable for its war in ukraine and block attempts to evade western sanctions a senior u s administration official sa kruen germany june 26 the group of seven rich democracies will announce a ban on imports of russian gold on tuesday as part of ongoing efforts to hold russia accountable for its war in
"Analysis: With record pump prices, Biden hard-pressed to ramp up Russia sanctions - Reuters",https://www.reuters.com/world/with-record-pump-prices-biden-hard-pressed-ramp-up-russia-sanctions-2022-06-17/,2022-06-17 05:10:00+00:00,"As the Biden administration contemplates expanding punitive measures on Russia for its invasion of Ukraine, a big hurdle lies closer to home: the American consumer.","WASHINGTON, June 17 (Reuters) - As the Biden administration contemplates expanding punitive measures on Russia for its invasion of Ukraine, a big hurdle lies closer to home: the American consumer.
U… [+5317 chars]",analysis with record pump prices biden hard pressed to ramp up russia sanctions as the biden administration contemplates expanding punitive measures on russia for its invasion of ukraine a big hurdle lies closer to home the american consumer washington june 17 as the biden administration contemplates expanding punitive measures on russia for its invasion of ukraine a big hurdle lies closer to home the american consumer u
