title,url,date_published,snippet,body,text
Prince Andrew to miss jubilee service with Covid,https://amp.theguardian.com/uk-news/2022/jun/02/prince-andrew-to-miss-jubilee-service-with-covid,2022-06-02T14:42:01Z,"Queen’s son will not attend service of thanksgiving at St Paul’s Cathedral, palace saysPrince Andrew has tested positive for Covid and will no longer attend the Queen’s jubilee service of thanksgiving at St Paul’s Cathedral on Friday, Buckingham Palace has sa…","Prince Andrew has tested positive for Covid and will no longer attend the Queens jubilee service of thanksgiving at St Pauls Cathedral on Friday, Buckingham Palace has said.
A palace spokesman said:… [+296 chars]",prince andrew to miss jubilee service with covid queen s son will not attend service of thanksgiving at st paul s cathedral  palace saysprince andrew has tested positive for covid and will no longer attend the queen s jubilee service of thanksgiving at st paul s cathedral on friday  buckingham palace has sa  prince andrew has tested positive for covid and will no longer attend the queens jubilee service of thanksgiving at st pauls cathedral on friday  buckingham palace has said   a palace spokesman said   
"Covid support schemes left ‘open goal’ to fraudsters, says watchdog",https://amp.theguardian.com/society/2022/may/18/covid-support-schemes-left-open-goal-to-fraudsters-says-watchdog,2022-05-17T23:01:34Z,Public Accounts Committee report says business department efforts to identify fraud came after trails had ‘long ago gone cold’The business department’s handling of Covid support schemes left an “open goal” to fraudsters and embezzlers that has added “billions…,"The business departments handling of Covid support schemes left an open goal to fraudsters and embezzlers that has added billions to taxpayer woes, parliaments spending watchdog has found.
In its re… [+2387 chars]",covid support schemes left  open goal  to fraudsters  says watchdog public accounts committee report says business department efforts to identify fraud came after trails had  long ago gone cold the business department s handling of covid support schemes left an  open goal  to fraudsters and embezzlers that has added  billions  the business departments handling of covid support schemes left an open goal to fraudsters and embezzlers that has added billions to taxpayer woes  parliaments spending watchdog has found   in its re  
Is the Covid pandemic finally nearing its end? | Aris Katzourakis,https://amp.theguardian.com/commentisfree/2022/jun/01/covid-pandemic-end-vaccinated-countries-disease,2022-06-01T07:00:10Z,The virus’s behaviour in highly vaccinated countries may offer clues to our future with the disease<ul><li>Aris Katzourakis is a professor in viral evolution at Oxford University</li></ul>More than two years on from the realisation that we are dealing with a …,"More than two years on from the realisation that we are dealing with a novel pandemic, we are still nervously wondering what comes next. In the UK, Covid infection rates appear to have fallen to thei… [+5689 chars]",is the covid pandemic finally nearing its end    aris katzourakis the virus s behaviour in highly vaccinated countries may offer clues to our future with the diseasearis katzourakis is a professor in viral evolution at oxford universitymore than two years on from the realisation that we are dealing with a   more than two years on from the realisation that we are dealing with a novel pandemic  we are still nervously wondering what comes next  in the uk  covid infection rates appear to have fallen to thei  
Covid infections on the rise in England and Northern Ireland,https://amp.theguardian.com/world/2022/jun/10/covid-infections-on-the-rise-in-england-and-northern-ireland,2022-06-10T14:51:50Z,"ONS warns UK could be entering third Covid wave this year but says trend represents ‘small increase’The UK may be entering its third wave of coronavirus this year, researchers warn, as official figures show infections are on the rise again in England and Nort…","The UK may be entering its third wave of coronavirus this year, researchers warn, as official figures show infections are on the rise again in England and Northern Ireland.
The Office for National S… [+3296 chars]",covid infections on the rise in england and northern ireland ons warns uk could be entering third covid wave this year but says trend represents  small increase the uk may be entering its third wave of coronavirus this year  researchers warn  as official figures show infections are on the rise again in england and nort  the uk may be entering its third wave of coronavirus this year  researchers warn  as official figures show infections are on the rise again in england and northern ireland   the office for national s  
Zelenskiy compares Russian invasion of Ukraine to Covid,https://amp.theguardian.com/world/2022/jun/09/zelenskiy-compares-russian-invasion-of-ukraine-to-covid,2022-06-09T11:32:34Z,Ukrainian president says weapons and sanctions are ‘vaccine’ against invasion as Kyiv’s military position in Donbas worsens<ul><li>Russia – Ukraine war – latest news</li></ul>Volodymyr Zelenskiy has compared Russia’s invasion to Covid and described weapons an…,"Volodymyr Zelenskiy has compared Russias invasion to Covid and described weapons and sanctions as a vaccine, as Ukraines military position in Donbas worsens.
The Ukrainian president, speaking via vi… [+3569 chars]",zelenskiy compares russian invasion of ukraine to covid ukrainian president says weapons and sanctions are  vaccine  against invasion as kyiv s military position in donbas worsensrussia   ukraine war   latest newsvolodymyr zelenskiy has compared russia s invasion to covid and described weapons an  volodymyr zelenskiy has compared russias invasion to covid and described weapons and sanctions as a vaccine  as ukraines military position in donbas worsens   the ukrainian president  speaking via vi  
Vivid festival is back and brighter than ever in Sydney – in pictures,https://www.theguardian.com/culture/gallery/2022/may/27/vivid-festival-is-back-and-brighter-than-ever-in-sydney-in-pictures,2022-05-27T20:10:11Z,"After a two-year hiatus due to Covid-19 cancellations, the city’s Vivid festival of lights returns to run for three weeks until 18 June Continue reading...","After a two-year hiatus due to Covid-19 cancellations, the citys Vivid festival of lights returns to run for three weeks until 18 June",vivid festival is back and brighter than ever in sydney   in pictures after a two year hiatus due to covid 19 cancellations  the city s vivid festival of lights returns to run for three weeks until 18 june continue reading    after a two year hiatus due to covid 19 cancellations  the citys vivid festival of lights returns to run for three weeks until 18 june
Boris Johnson’s highs and lows: from party hero to Partygate,https://www.theguardian.com/politics/gallery/2022/jun/06/boris-johnsons-highs-and-lows-from-party-hero-to-partygate-no-confidence-vote,2022-06-06T16:46:37Z,"Snap-election success, fathering a new child and surviving Covid weigh up against sleaze, the ‘chumocracy’ and police fines Continue reading...","Snap-election success, fathering a new child and surviving Covid weigh up against sleaze, the chumocracy and police fines",boris johnson s highs and lows  from party hero to partygate snap election success  fathering a new child and surviving covid weigh up against sleaze  the  chumocracy  and police fines continue reading    snap election success  fathering a new child and surviving covid weigh up against sleaze  the chumocracy and police fines
At least 25m people in UK to be offered Covid booster this autumn,https://amp.theguardian.com/world/2022/may/19/covid-booster-vaccine-people-in-uk-to-be-offered-this-autumn,2022-05-19T16:40:36Z,"Vaccine watchdog JCVI says extra jab will be for most vulnerable adults, frontline social care and health workersMillions of people in the UK will be offered further Covid booster shots in the autumn under draft guidance published by the government’s vaccine …","Millions of people in the UK will be offered further Covid booster shots in the autumn under draft guidance published by the governments vaccine watchdog.
The Joint Committee on Vaccination and Immu… [+3261 chars]",at least 25m people in uk to be offered covid booster this autumn vaccine watchdog jcvi says extra jab will be for most vulnerable adults  frontline social care and health workersmillions of people in the uk will be offered further covid booster shots in the autumn under draft guidance published by the government s vaccine   millions of people in the uk will be offered further covid booster shots in the autumn under draft guidance published by the governments vaccine watchdog   the joint committee on vaccination and immu  
Keir Starmer and Angela Rayner return questionnaires to Durham police,https://amp.theguardian.com/politics/2022/jun/17/keir-starmer-and-angela-rayner-return-questionnaires-to-durham-police,2022-06-17T17:46:10Z,"Labour leader and deputy have promised to resign if found to have breached Covid rules by eating curry and drinking beer at eventKeir Starmer and Angela Rayner have returned questionnaires to Durham constabulary, giving their account of a gathering during las…","Keir Starmer and Angela Rayner have returned questionnaires to Durham constabulary, giving their account of a gathering during last years local election campaign, the Labour party has confirmed.
The… [+3669 chars]",keir starmer and angela rayner return questionnaires to durham police labour leader and deputy have promised to resign if found to have breached covid rules by eating curry and drinking beer at eventkeir starmer and angela rayner have returned questionnaires to durham constabulary  giving their account of a gathering during las  keir starmer and angela rayner have returned questionnaires to durham constabulary  giving their account of a gathering during last years local election campaign  the labour party has confirmed   the  
Numbers of nurses and midwives leaving NHS highest for four years,https://amp.theguardian.com/society/2022/may/18/numbers-of-nurses-and-midwives-leaving-nhs-highest-for-four-years,2022-05-17T23:01:33Z,"More nurses leave NHS than at any time since Covid struck, many reporting stress as their main reasonMore than 27,000 nurses and midwives quit the NHS last year, with many blaming job pressures, the Covid pandemic and poor patient care for their decision.The …","More than 27,000 nurses and midwives quit the NHS last year, with many blaming job pressures, the Covid pandemic and poor patient care for their decision.
The rise in staff leaving their posts acros… [+3396 chars]",numbers of nurses and midwives leaving nhs highest for four years more nurses leave nhs than at any time since covid struck  many reporting stress as their main reasonmore than 27 000 nurses and midwives quit the nhs last year  with many blaming job pressures  the covid pandemic and poor patient care for their decision the   more than 27 000 nurses and midwives quit the nhs last year  with many blaming job pressures  the covid pandemic and poor patient care for their decision   the rise in staff leaving their posts acros  
‘Summer will be monstrous’: Barcelona wrestles with revival of mass tourism,https://amp.theguardian.com/world/2022/jun/16/summer-barcelona-mass-tourism-visitors-covid-spanish-city,2022-06-16T11:00:20Z,"As visitors return after easing of Covid curbs, talk of diversification of Spanish city has been drowned out by sound of ringing tills“Barcelona is for sale but not to the people who live here,” says Silvia Mateu, who has lived in the seafront neighbourhood o…","Barcelona is for sale but not to the people who live here, says Silvia Mateu, who has lived in the seafront neighbourhood of Barceloneta for 47 of her 61 years.
For two years Barcelona underwent a f… [+5702 chars]", summer will be monstrous   barcelona wrestles with revival of mass tourism as visitors return after easing of covid curbs  talk of diversification of spanish city has been drowned out by sound of ringing tills barcelona is for sale but not to the people who live here   says silvia mateu  who has lived in the seafront neighbourhood o  barcelona is for sale but not to the people who live here  says silvia mateu  who has lived in the seafront neighbourhood of barceloneta for 47 of her 61 years   for two years barcelona underwent a f  
White House resumes Covid briefings after six-week hiatus as cases rise,https://amp.theguardian.com/us-news/2022/may/18/covid-briefings-biden-white-house-us-cases-rising,2022-05-18T17:30:46Z,"New head of Covid response calls on Congress for additional funding to pay for vaccines and treatmentsThe White House resumed its coronavirus briefings on Wednesday after a six-week hiatus as Covid-19 cases rose across the nation, with the new head of Covid r…","The White House resumed its coronavirus briefings on Wednesday after a six-week hiatus as Covid-19 cases rose across the nation, with the new head of Covid response calling on Congress for additional… [+3667 chars]",white house resumes covid briefings after six week hiatus as cases rise new head of covid response calls on congress for additional funding to pay for vaccines and treatmentsthe white house resumed its coronavirus briefings on wednesday after a six week hiatus as covid 19 cases rose across the nation  with the new head of covid r  the white house resumed its coronavirus briefings on wednesday after a six week hiatus as covid 19 cases rose across the nation  with the new head of covid response calling on congress for additional  
"As the pandemic ebbs, long-haul Covid still drains patients and confounds doctors",https://amp.theguardian.com/world/2022/may/29/long-covid-causes-how-many-treatment,2022-05-29T09:00:02Z,"Researchers still don’t know precisely how many get long Covid, what causes it or how best to treat itEmily Caffee, a physical therapist and lifelong athlete, cut her primary care provider slack for suggesting an antidepressant when she complained of fatigue,…","Emily Caffee, a physical therapist and lifelong athlete, cut her primary care provider slack for suggesting an antidepressant when she complained of fatigue, body aches and brain fog in the months af… [+6721 chars]",as the pandemic ebbs  long haul covid still drains patients and confounds doctors researchers still don t know precisely how many get long covid  what causes it or how best to treat itemily caffee  a physical therapist and lifelong athlete  cut her primary care provider slack for suggesting an antidepressant when she complained of fatigue   emily caffee  a physical therapist and lifelong athlete  cut her primary care provider slack for suggesting an antidepressant when she complained of fatigue  body aches and brain fog in the months af  
"Name ministers fined in Partygate, Dominic Raab urges Sue Gray",https://amp.theguardian.com/politics/2022/may/20/partygate-dominic-raab-sue-gray-report-name-ministers-breached-covid-rules,2022-05-20T08:05:31Z,"Deputy PM says there should be transparency about who breached Covid rules in civil servant’s report<ul><li>Today’s politics news – live updates</li></ul>The deputy prime minister, Dominic Raab, has called for ministers who were fined for breaching Covid regu…","The UK deputy prime minister, Dominic Raab, has called for ministers who were fined for breaching Covid regulations to be named by the senior civil servant tasked with investigating the Partygate sca… [+2185 chars]",name ministers fined in partygate  dominic raab urges sue gray deputy pm says there should be transparency about who breached covid rules in civil servant s reporttoday s politics news   live updatesthe deputy prime minister  dominic raab  has called for ministers who were fined for breaching covid regu  the uk deputy prime minister  dominic raab  has called for ministers who were fined for breaching covid regulations to be named by the senior civil servant tasked with investigating the partygate sca  
"Isle of Man medical director faced ‘disgraceful’ bullying, tribunal finds",https://amp.theguardian.com/uk-news/2022/may/17/isle-of-man-medical-director-dr-rosalind-ranson-faced-disgraceful-bullying-tribunal-finds,2022-05-17T18:35:22Z,Dr Rosalind Ranson forced out of job and accused of ‘seeking limelight’ after raising Covid concernsThe chief minister of the Isle of Man has expressed his “deep discomfort” after a tribunal found that the island’s medical director had been forced out of her …,The chief minister of the Isle of Man has expressed his deep discomfort after a tribunal found that the islands medical director had been forced out of her job and suffered disgraceful bullying for w… [+3533 chars],isle of man medical director faced  disgraceful  bullying  tribunal finds dr rosalind ranson forced out of job and accused of  seeking limelight  after raising covid concernsthe chief minister of the isle of man has expressed his  deep discomfort  after a tribunal found that the island s medical director had been forced out of her   the chief minister of the isle of man has expressed his deep discomfort after a tribunal found that the islands medical director had been forced out of her job and suffered disgraceful bullying for w  
Concern grows as two new Omicron sub-variants spread across US,https://amp.theguardian.com/world/2022/jun/08/new-omicron-sub-variants-ba4-ba5-coronavirus,2022-06-08T15:58:52Z,"Scientists warn that BA.4 and BA.5 are more contagious forms that could escape immunity from past infections and vaccinationsTwo new sub-variants of Omicron are spreading throughout the US, leaving experts concerned about their transmissibility amid America’s…","Two new sub-variants of Omicron are spreading throughout the US, leaving experts concerned about their transmissibility amid Americas ongoing Covid-19 pandemic.
According to new data from the Center… [+2594 chars]",concern grows as two new omicron sub variants spread across us scientists warn that ba 4 and ba 5 are more contagious forms that could escape immunity from past infections and vaccinationstwo new sub variants of omicron are spreading throughout the us  leaving experts concerned about their transmissibility amid america s  two new sub variants of omicron are spreading throughout the us  leaving experts concerned about their transmissibility amid americas ongoing covid 19 pandemic   according to new data from the center  
"US could have saved 338,000 lives from Covid with universal healthcare, study finds",https://amp.theguardian.com/us-news/2022/jun/16/us-could-have-saved-338000-lives-covid-universal-healthcare-study-finds,2022-06-16T12:36:21Z,"Report’s author says people died because US healthcare ‘leaves millions without adequate access to medical treatment’The US could have saved more than 338,000 lives and more than $105bn in healthcare costs in the Covid-19 pandemic with a universal healthcare …","The US could have saved more than 338,000 lives and more than $105bn in healthcare costs in the Covid-19 pandemic with a universal healthcare system, according to a study.
More than 1 million people… [+3941 chars]",us could have saved 338 000 lives from covid with universal healthcare  study finds report s author says people died because us healthcare  leaves millions without adequate access to medical treatment the us could have saved more than 338 000 lives and more than  105bn in healthcare costs in the covid 19 pandemic with a universal healthcare   the us could have saved more than 338 000 lives and more than  105bn in healthcare costs in the covid 19 pandemic with a universal healthcare system  according to a study   more than 1 million people  
Notting Hill carnival partners with Glastonbury festival for the first time,https://amp.theguardian.com/music/2022/may/27/notting-hill-carnival-partners-with-glastonbury-festival-for-the-first-time,2022-05-27T07:00:12Z,"Parades with Caribbean dancers and music will wend their way through the festival site, ending with steel band performancesNotting Hill carnival will partner with Glastonbury festival for the first time this year, filling the site’s already colourful walkways…","Notting Hill carnival will partner with Glastonbury festival for the first time this year, filling the sites already colourful walkways with Caribbean floats and processions.
Until the Covid-19 pand… [+3276 chars]",notting hill carnival partners with glastonbury festival for the first time parades with caribbean dancers and music will wend their way through the festival site  ending with steel band performancesnotting hill carnival will partner with glastonbury festival for the first time this year  filling the site s already colourful walkways  notting hill carnival will partner with glastonbury festival for the first time this year  filling the sites already colourful walkways with caribbean floats and processions   until the covid 19 pand  
"Dream-enactment disorder rose up to fourfold during pandemic, study finds",https://amp.theguardian.com/world/2022/may/22/dream-enactment-disorder-rose-up-to-fourfold-during-pandemic-study-finds,2022-05-22T11:00:47Z,"Exclusive: Condition most prevalent among those who had Covid, raising possibility of link with Parkinson’s diseaseScientists have reported a two- to fourfold increase in the prevalence of dream-enactment disorder – whereby people physically act out their dre…","Scientists have reported a two- to fourfold increase in the prevalence of dream-enactment disorder whereby people physically act out their dreams during the pandemic, with those whohave been infected… [+4231 chars]",dream enactment disorder rose up to fourfold during pandemic  study finds exclusive  condition most prevalent among those who had covid  raising possibility of link with parkinson s diseasescientists have reported a two  to fourfold increase in the prevalence of dream enactment disorder   whereby people physically act out their dre  scientists have reported a two  to fourfold increase in the prevalence of dream enactment disorder whereby people physically act out their dreams during the pandemic  with those whohave been infected  
"Brexit helping cause harmful increase in fake ecstasy, study warns",https://amp.theguardian.com/society/2022/jun/08/brexit-helping-cause-harmful-increase-in-fake-ecstasy-study-warns,2022-06-08T05:00:14Z,"Covid and crackdowns also blamed as researchers find half of pills sold as MDMA at festivals in England contained none of the drug Summer festivalgoers are being warned that an “unprecedented shift” in the drug market caused by a combination of Brexit, Covid …","Summer festivalgoers are being warned that an unprecedented shift in the drug market caused by a combination of Brexit, Covid lockdowns and police operations against supply chains has led to a sharp … [+3363 chars]",brexit helping cause harmful increase in fake ecstasy  study warns covid and crackdowns also blamed as researchers find half of pills sold as mdma at festivals in england contained none of the drug summer festivalgoers are being warned that an  unprecedented shift  in the drug market caused by a combination of brexit  covid   summer festivalgoers are being warned that an unprecedented shift in the drug market caused by a combination of brexit  covid lockdowns and police operations against supply chains has led to a sharp   
Gambler blows town’s whole Covid relief fund that appeared in his account,https://amp.theguardian.com/world/2022/may/18/gambler-blows-towns-whole-covid-relief-fund-that-appeared-in-his-account,2022-05-18T04:49:09Z,"Money should have gone to 463 low-income households but Japanese man received it all and commenced online casino spreeA Japanese man who was mistakenly sent ¥46.3m (£287,000/US$358,000) in Covid-19 relief funds has admitted he gambled away the entire amount i…","A Japanese man who was mistakenly sent ¥46.3m (£287,000/US$358,000) in Covid-19 relief funds has admitted he gambled away the entire amount in the space of a fortnight.
The 24-year-old, who has not … [+1910 chars]",gambler blows town s whole covid relief fund that appeared in his account money should have gone to 463 low income households but japanese man received it all and commenced online casino spreea japanese man who was mistakenly sent  46 3m  in covid 19 relief funds has admitted he gambled away the entire amount i  a japanese man who was mistakenly sent  46 3m  in covid 19 relief funds has admitted he gambled away the entire amount in the space of a fortnight   the 24 year old  who has not   
China’s World Cup dream more distant after Covid leaves football in a mess,https://amp.theguardian.com/football/2022/jun/02/china-world-cup-covid-football-super-league,2022-06-02T07:00:32Z,"Delayed Super League is due to start on Friday but the football calendar has been torn apart by the impact of coronavirusIn 2011, a year before he became president, Xi Jinping talked of his three wishes for Chinese football: to qualify for a World Cup (the 20…","In 2011, a year before he became president, Xi Jinping talked of his three wishes for Chinese football: to qualify for a World Cup (the 2002 appearance is still the only one), to host the tournament … [+5370 chars]",china s world cup dream more distant after covid leaves football in a mess delayed super league is due to start on friday but the football calendar has been torn apart by the impact of coronavirusin 2011  a year before he became president  xi jinping talked of his three wishes for chinese football  to qualify for a world cup  the 20  in 2011  a year before he became president  xi jinping talked of his three wishes for chinese football  to qualify for a world cup   to host the tournament   
China calls theory that Covid originated in Chinese lab ‘politically motivated lie’,https://amp.theguardian.com/world/2022/jun/10/china-calls-theory-that-covid-originated-in-chinese-lab-politically-motivated-lie,2022-06-10T13:28:27Z,"WHO report published on Thursday said origins of virus still unknown and recommended further investigationChina has repeated its assertion the theory that the Covid-19 pandemic began with a leak from a Chinese laboratory is “a politically motivated lie”, afte…","China has repeated its assertion the theory that the Covid-19 pandemic began with a leak from a Chinese laboratory is a politically motivated lie, after the World Health Organization (WHO) recommende… [+2685 chars]",china calls theory that covid originated in chinese lab  politically motivated lie  who report published on thursday said origins of virus still unknown and recommended further investigationchina has repeated its assertion the theory that the covid 19 pandemic began with a leak from a chinese laboratory is  a politically motivated lie   afte  china has repeated its assertion the theory that the covid 19 pandemic began with a leak from a chinese laboratory is a politically motivated lie  after the world health organization  recommende  
EU poised to approve Poland Covid recovery fund despite judicial concern,https://amp.theguardian.com/world/2022/jun/01/eu-poised-to-approve-poland-covid-recovery-fund-despite-judicial-concern,2022-06-01T14:03:58Z,"European Commission to decide whether Poland has met requirements to reform its legal systemThe European Commission is poised to approve a long-delayed Covid recovery plan for Poland, overriding concerns that Warsaw is making cosmetic changes to its heavily c…","The European Commission is poised to approve a long-delayed Covid recovery plan for Poland, overriding concerns that Warsaw is making cosmetic changes to its heavily criticised legal system to unlock… [+4231 chars]",eu poised to approve poland covid recovery fund despite judicial concern european commission to decide whether poland has met requirements to reform its legal systemthe european commission is poised to approve a long delayed covid recovery plan for poland  overriding concerns that warsaw is making cosmetic changes to its heavily c  the european commission is poised to approve a long delayed covid recovery plan for poland  overriding concerns that warsaw is making cosmetic changes to its heavily criticised legal system to unlock  
China’s factory downturn slows as Covid curbs ease; Brent crude oil hits $124 – business live,https://www.theguardian.com/business/live/2022/may/31/china-factory-slowdown-oil-russia-inflation-growth-uk-mortgages-business-live,2022-05-31T06:48:25Z,Rolling coverage of the latest economic and financial news<ul><li>EU leaders agree to partial embargo of Russian oil imports</li><li>Shanghai starts to dismantle fences as Covid lockdown due to end</li><li>Online fashion retailer Missguided calls in administr…,"Oils jump to a two-month high will not be welcome news for policymakers already grappling with higher energy prices, says Jim Reid of Deutsche Bank.
Part of that increase has come amidst the easing … [+7035 chars]",china s factory downturn slows as covid curbs ease  brent crude oil hits  124   business live rolling coverage of the latest economic and financial newseu leaders agree to partial embargo of russian oil importsshanghai starts to dismantle fences as covid lockdown due to endonline fashion retailer missguided calls in administr  oils jump to a two month high will not be welcome news for policymakers already grappling with higher energy prices  says jim reid of deutsche bank   part of that increase has come amidst the easing   
The Guardian view on low Covid vaccination rates: not just North Korea | Editorial,https://amp.theguardian.com/commentisfree/2022/may/19/the-guardian-view-on-low-covid-vaccination-rates-not-just-north-korea,2022-05-19T17:51:47Z,"Pyongyang has left its people highly vulnerable to this outbreak. But rich countries have a responsibility for the lack of protection in other placesWhen Covid-19 first emerged, the “Hermit Kingdom” lived up to its nickname – shutting its borders in January 2…","When Covid-19 first emerged, the Hermit Kingdom lived up to its nickname shutting its borders in January 2020, long before most of the world had taken real heed of the disease spreading in China. Wit… [+3271 chars]",the guardian view on low covid vaccination rates  not just north korea   editorial pyongyang has left its people highly vulnerable to this outbreak  but rich countries have a responsibility for the lack of protection in other placeswhen covid 19 first emerged  the  hermit kingdom  lived up to its nickname   shutting its borders in january 2  when covid 19 first emerged  the hermit kingdom lived up to its nickname shutting its borders in january 2020  long before most of the world had taken real heed of the disease spreading in china  wit  
Two types of Omicron classified as Covid variants of concern in UK,https://amp.theguardian.com/world/2022/may/20/two-types-omicron-classified-covid-variants-concern-uk-ba4-ba5,2022-05-20T16:53:57Z,"Small number of BA.4 and BA.5 cases identified, but data suggests ‘growth advantage’ over dominant BA.2Two types of the Omicron variant of Covid-19 have been newly classified as variants of concern in the UK.Only a small number of cases of Omicron BA.4 and BA…","Two types of the Omicron variant of Covid-19 have been newly classified as variants of concern in the UK.
Only a small number of cases of Omicron BA.4 and BA.5 have been identified so far in the cou… [+1390 chars]",two types of omicron classified as covid variants of concern in uk small number of ba 4 and ba 5 cases identified  but data suggests  growth advantage  over dominant ba 2two types of the omicron variant of covid 19 have been newly classified as variants of concern in the uk only a small number of cases of omicron ba 4 and ba  two types of the omicron variant of covid 19 have been newly classified as variants of concern in the uk   only a small number of cases of omicron ba 4 and ba 5 have been identified so far in the cou  
A million have died of Covid-19 in America. How did this happen? | Ross Barkan,https://amp.theguardian.com/commentisfree/2022/may/18/a-million-have-died-of-covid-19-in-america-how-did-this-happen,2022-05-18T10:10:47Z,"One million people should never have to die from another pandemic. Not in America, a country built to do so much betterOne million have died from Covid-19 in the United States, a catastrophic milestone that was reached despite the wonders of modern science an…","One million have died from Covid-19 in the United States, a catastrophic milestone that was reached despite the wonders of modern science and the wealth that courses through this country. More than t… [+7274 chars]",a million have died of covid 19 in america  how did this happen    ross barkan one million people should never have to die from another pandemic  not in america  a country built to do so much betterone million have died from covid 19 in the united states  a catastrophic milestone that was reached despite the wonders of modern science an  one million have died from covid 19 in the united states  a catastrophic milestone that was reached despite the wonders of modern science and the wealth that courses through this country  more than t  
"Beijing man sends 5,000 people into quarantine after breaking Covid isolation",https://amp.theguardian.com/world/2022/may/30/beijing-man-sends-5000-people-into-quarantine-after-breaking-covid-isolation,2022-05-30T05:16:02Z,Actions spark angry reactions amid growing frustration with China’s zero-Covid policy though some restrictions begin to ease<ul><li>Read all our coronavirus coverage</li></ul>A Beijing man is under criminal investigation after he skipped out on mandated home …,"A Beijing man is under criminal investigation after he skipped out on mandated home isolation, prompting authorities to send his more than 5,000 neighbours into home or government quarantine. The act… [+3245 chars]",beijing man sends 5 000 people into quarantine after breaking covid isolation actions spark angry reactions amid growing frustration with china s zero covid policy though some restrictions begin to easeread all our coronavirus coveragea beijing man is under criminal investigation after he skipped out on mandated home   a beijing man is under criminal investigation after he skipped out on mandated home isolation  prompting authorities to send his more than 5 000 neighbours into home or government quarantine  the act  
First post-Covid school leavers face fight for fewer university places,https://amp.theguardian.com/education/2022/jun/11/first-post-covid-school-leavers-face-fight-for-fewer-university-places,2022-06-11T07:00:13Z,"Parents and teachers say some students predicted to gain A* grades are being rejected after a surge in applicationsThe first post-Covid cohort of school leavers face a summer of uncertainty that “threatens to hold back a generation”, as students compete for f…","The first post-Covid cohort of school leavers face a summer of uncertainty that threatens to hold back a generation, as students compete for fewer places on popular university courses.
After A-level… [+6358 chars]",first post covid school leavers face fight for fewer university places parents and teachers say some students predicted to gain a  grades are being rejected after a surge in applicationsthe first post covid cohort of school leavers face a summer of uncertainty that  threatens to hold back a generation   as students compete for f  the first post covid cohort of school leavers face a summer of uncertainty that threatens to hold back a generation  as students compete for fewer places on popular university courses   after a level  
Rolling Stones cancel Amsterdam show after Mick Jagger tests positive for Covid,https://amp.theguardian.com/music/2022/jun/13/rolling-stones-cancel-amsterdam-show-after-mick-jagger-tests-positive-for-covid,2022-06-13T17:20:50Z,"Singer, 78, developed symptoms as he arrived in Dutch capital for Sixty tour, which includes dates in EnglandSir Mick Jagger has tested positive for coronavirus, prompting the Rolling Stones to cancel their show in Amsterdam on Monday.The singer, 78, began to…","Sir Mick Jagger has tested positive for coronavirus, prompting the Rolling Stones to cancel their show in Amsterdam on Monday.
The singer, 78, began to develop symptoms as he arrived at the Johan Cr… [+1583 chars]",rolling stones cancel amsterdam show after mick jagger tests positive for covid singer  78  developed symptoms as he arrived in dutch capital for sixty tour  which includes dates in englandsir mick jagger has tested positive for coronavirus  prompting the rolling stones to cancel their show in amsterdam on monday the singer  78  began to  sir mick jagger has tested positive for coronavirus  prompting the rolling stones to cancel their show in amsterdam on monday   the singer  78  began to develop symptoms as he arrived at the johan cr  
"Finally, I got Covid. Give me chicken soup, Marmite and drugs | Jay Rayner",https://amp.theguardian.com/food/2022/jun/16/i-got-covid-chicken-soup-marmite-and-drugs,2022-06-16T11:00:02Z,"Nutrition used to be the cornerstone of nursing. So I’ll have plenty of what makes me feel better – as well as the medicationWhen we are unwell, we retreat to a place of safety. So here I am, standing in front of mine, bathed in the promising yellow glow of t…","When we are unwell, we retreat to a place of safety. So here I am, standing in front of mine, bathed in the promising yellow glow of the fridge light, certain that something in here will make me feel… [+3266 chars]",finally  i got covid  give me chicken soup  marmite and drugs   jay rayner nutrition used to be the cornerstone of nursing  so i ll have plenty of what makes me feel better   as well as the medicationwhen we are unwell  we retreat to a place of safety  so here i am  standing in front of mine  bathed in the promising yellow glow of t  when we are unwell  we retreat to a place of safety  so here i am  standing in front of mine  bathed in the promising yellow glow of the fridge light  certain that something in here will make me feel  
Japanese children allowed to talk again over lunch as Covid cases fall,https://amp.theguardian.com/world/2022/jun/17/japanese-children-allowed-to-talk-again-over-lunch-as-covid-cases-fall,2022-06-17T04:32:51Z,"An education board in western Japan will end observation of mokushoku – or silent eating – but some parents said the move was prematureAfter two years of eating in near-monastic silence, children in Japan have been given permission to chat to their classmates…","After two years of eating in near-monastic silence, children in Japan have been given permission to chat to their classmates over lunch, as Covid cases in the country continue to fall.
Throughout th… [+2558 chars]",japanese children allowed to talk again over lunch as covid cases fall an education board in western japan will end observation of mokushoku   or silent eating   but some parents said the move was prematureafter two years of eating in near monastic silence  children in japan have been given permission to chat to their classmates  after two years of eating in near monastic silence  children in japan have been given permission to chat to their classmates over lunch  as covid cases in the country continue to fall   throughout th  
